time	V(n012)	V(n015)	I(L1)
5.011146262960007e-005	1.547572e-001	1.499202e+001	-5.992512e+000
5.011235989992606e-005	1.554332e-001	1.499249e+001	-6.018706e+000
5.011297571364924e-005	1.558971e-001	1.499280e+001	-6.036678e+000
5.011350053458349e-005	1.562923e-001	1.499305e+001	-6.051992e+000
5.011379842846563e-005	1.565166e-001	1.499319e+001	-6.060683e+000
5.011403242994526e-005	1.566928e-001	1.499330e+001	-6.067509e+000
5.011424504233538e-005	1.568529e-001	1.499340e+001	-6.073710e+000
5.011446110441572e-005	1.570155e-001	1.499349e+001	-6.080012e+000
5.011468666358306e-005	1.571853e-001	1.499359e+001	-6.086590e+000
5.011493121180976e-005	1.573694e-001	1.499370e+001	-6.093721e+000
5.011515721566130e-005	1.575395e-001	1.499380e+001	-6.100311e+000
5.011538966286502e-005	1.577144e-001	1.499389e+001	-6.107088e+000
5.011561207188487e-005	1.578818e-001	1.499399e+001	-6.113572e+000
5.011584399749070e-005	1.580563e-001	1.499408e+001	-6.120332e+000
5.011607790156753e-005	1.582323e-001	1.499417e+001	-6.127150e+000
5.011632891319139e-005	1.584211e-001	1.499427e+001	-6.134466e+000
5.011659469479247e-005	1.586211e-001	1.499438e+001	-6.142211e+000
5.011688805613771e-005	1.588417e-001	1.499449e+001	-6.150759e+000
5.011720902614816e-005	1.590832e-001	1.499461e+001	-6.160111e+000
5.011751447771035e-005	1.593129e-001	1.499472e+001	-6.169010e+000
5.011772876665924e-005	1.594740e-001	1.499480e+001	-6.175251e+000
5.011797949904654e-005	1.596626e-001	1.499489e+001	-6.182555e+000
5.011817646591035e-005	1.598106e-001	1.499496e+001	-6.188291e+000
5.011848204630802e-005	1.600404e-001	1.499506e+001	-6.197190e+000
5.011877517967762e-005	1.602608e-001	1.499516e+001	-6.205725e+000
5.011920175754277e-005	1.605814e-001	1.499530e+001	-6.218144e+000
5.011959312912687e-005	1.608755e-001	1.499542e+001	-6.229537e+000
5.011991472283043e-005	1.611172e-001	1.499553e+001	-6.238897e+000
5.012027642856138e-005	1.613889e-001	1.499564e+001	-6.249424e+000
5.012057549270813e-005	1.616136e-001	1.499572e+001	-6.258126e+000
5.012080051918505e-005	1.617827e-001	1.499579e+001	-6.264673e+000
5.012109611600139e-005	1.620047e-001	1.499588e+001	-6.273273e+000
5.012136427165338e-005	1.622061e-001	1.499595e+001	-6.281073e+000
5.012172681778445e-005	1.624784e-001	1.499605e+001	-6.291617e+000
5.012209438089707e-005	1.627544e-001	1.499615e+001	-6.302306e+000
5.012261955929152e-005	1.631486e-001	1.499629e+001	-6.317576e+000
5.012321412681642e-005	1.635949e-001	1.499644e+001	-6.334859e+000
5.012403723086308e-005	1.642126e-001	1.499664e+001	-6.358778e+000
5.012514437323297e-005	1.650431e-001	1.499688e+001	-6.390937e+000
5.012735865797275e-005	1.667031e-001	1.499732e+001	-6.455211e+000
5.012994103013504e-005	1.686374e-001	1.499776e+001	-6.530087e+000
5.013501004337600e-005	1.724285e-001	1.499842e+001	-6.676824e+000
5.014109857915492e-005	1.769721e-001	1.499897e+001	-6.852597e+000
5.015327565071276e-005	1.860247e-001	1.499956e+001	-7.202312e+000
5.017762979382844e-005	2.039824e-001	1.500002e+001	-7.895261e+000
5.021440697912405e-005	2.306949e-001	1.500017e+001	-8.921511e+000
5.028796134971528e-005	2.824402e-001	1.500018e+001	-1.088219e+001
5.043507009089772e-005	3.777181e-001	1.500016e+001	-1.444875e+001
5.063038259089772e-005	4.832847e-001	1.500012e+001	-1.843003e+001
5.082569509089772e-005	5.600886e-001	1.500008e+001	-2.136311e+001
5.102100759089772e-005	6.040900e-001	1.500004e+001	-2.304514e+001
5.121632009089772e-005	6.131713e-001	1.499999e+001	-2.339520e+001
5.141163259089771e-005	5.872341e-001	1.499995e+001	-2.240933e+001
5.160694509089771e-005	5.281796e-001	1.499991e+001	-2.015979e+001
5.180225759089771e-005	4.397754e-001	1.499987e+001	-1.700529e+001
5.188926695461377e-005	3.920682e-001	1.499986e+001	-1.516929e+001
5.190651453252609e-005	3.820736e-001	1.499985e+001	-1.478366e+001
5.192376211043841e-005	3.719297e-001	1.499985e+001	-1.439213e+001
5.194100968835073e-005	3.616367e-001	1.499985e+001	-1.399467e+001
5.195825726626305e-005	3.511945e-001	1.499985e+001	-1.359131e+001
5.197550484417537e-005	3.406032e-001	1.499984e+001	-1.318203e+001
5.199275242208769e-005	3.298626e-001	1.499984e+001	-1.276683e+001
5.201000000000001e-005	3.189729e-001	1.499984e+001	-1.234572e+001
5.201100000000001e-005	3.183974e-001	1.443067e+001	-1.232113e+001
5.201300000000001e-005	3.176160e-001	1.316988e+001	-1.227190e+001
5.201531345486673e-005	3.177539e-001	1.149360e+001	-1.221490e+001
5.201742106718197e-005	3.191426e-001	9.779439e+000	-1.216290e+001
5.201820455921071e-005	3.200813e-001	9.094801e+000	-1.214355e+001
5.201835343771845e-005	3.202975e-001	8.959451e+000	-1.213987e+001
5.201865119473394e-005	3.207563e-001	8.683558e+000	-1.213251e+001
5.201925847894045e-005	3.218558e-001	8.115036e+000	-1.211750e+001
5.201932909999374e-005	3.219988e-001	8.047805e+000	-1.211575e+001
5.201942326139813e-005	3.221952e-001	7.957816e+000	-1.211342e+001
5.201962335438246e-005	3.226344e-001	7.765944e+000	-1.210847e+001
5.201969397543578e-005	3.227967e-001	7.697792e+000	-1.210672e+001
5.201981167719116e-005	3.230761e-001	7.583904e+000	-1.210381e+001
5.201990583859615e-005	3.233078e-001	7.492392e+000	-1.210148e+001
5.202000000000000e-005	3.235471e-001	7.400639e+000	-1.209915e+001
5.202002824842116e-005	3.236215e-001	7.386819e+000	-1.209845e+001
5.202006591298270e-005	3.237230e-001	7.368441e+000	-1.209752e+001
5.202014124210578e-005	3.239314e-001	7.331857e+000	-1.209566e+001
5.202029190035195e-005	3.243615e-001	7.259367e+000	-1.209193e+001
5.202059321684428e-005	3.252579e-001	7.116951e+000	-1.208447e+001
5.202115103412918e-005	3.270376e-001	6.862284e+000	-1.207066e+001
5.202226666869896e-005	3.311335e-001	6.386205e+000	-1.204302e+001
5.202449793783854e-005	3.422105e-001	5.522799e+000	-1.198768e+001
5.202663244656756e-005	3.584570e-001	4.792136e+000	-1.193467e+001
5.202860639655761e-005	3.826325e-001	4.201591e+000	-1.188558e+001
5.203023137453716e-005	4.157646e-001	3.770575e+000	-1.184512e+001
5.203149990556438e-005	4.594361e-001	3.467098e+000	-1.181351e+001
5.203244983312073e-005	5.148798e-001	3.258527e+000	-1.178981e+001
5.203312770749838e-005	5.816275e-001	3.120263e+000	-1.177289e+001
5.203357992872287e-005	6.549473e-001	3.034226e+000	-1.176160e+001
5.203387054620382e-005	7.292643e-001	2.983220e+000	-1.175434e+001
5.203409916471866e-005	8.223932e-001	2.947972e+000	-1.174863e+001
5.203431897546355e-005	9.802667e-001	2.920983e+000	-1.174313e+001
5.203456301498023e-005	1.258810e+000	2.900098e+000	-1.173703e+001
5.203493500784614e-005	1.845634e+000	2.880455e+000	-1.172772e+001
5.203533512969190e-005	2.636562e+000	2.868261e+000	-1.171769e+001
5.203573716848268e-005	3.558391e+000	2.859440e+000	-1.170760e+001
5.203609339123497e-005	4.495528e+000	2.848657e+000	-1.169865e+001
5.203644755760103e-005	5.607517e+000	2.830586e+000	-1.168974e+001
5.203678907811581e-005	6.942899e+000	2.803845e+000	-1.168112e+001
5.203740242081629e-005	1.024026e+001	2.741616e+000	-1.166559e+001
5.203803887648725e-005	1.506085e+001	2.668277e+000	-1.164937e+001
5.203878852110987e-005	2.246929e+001	2.576315e+000	-1.163009e+001
5.203990981765745e-005	3.582390e+001	2.436430e+000	-1.160082e+001
5.204120802439683e-005	5.263609e+001	2.276498e+000	-1.156626e+001
5.204290712232736e-005	7.411978e+001	2.073060e+000	-1.152000e+001
5.204428132681195e-005	8.909541e+001	1.912701e+000	-1.148185e+001
5.204509769257219e-005	9.597084e+001	1.817173e+000	-1.145884e+001
5.204632025395424e-005	1.006664e+002	1.670925e+000	-1.142409e+001
5.204632491302587e-005	1.006677e+002	1.670349e+000	-1.142396e+001
5.204633423116913e-005	1.006695e+002	1.669171e+000	-1.142369e+001
5.204634116774170e-005	1.006702e+002	1.668294e+000	-1.142350e+001
5.204634710539768e-005	1.006707e+002	1.667543e+000	-1.142333e+001
5.204635485178861e-005	1.006714e+002	1.666564e+000	-1.142310e+001
5.204637034457046e-005	1.006728e+002	1.664608e+000	-1.142266e+001
5.204640133013418e-005	1.006753e+002	1.660704e+000	-1.142178e+001
5.204646330126162e-005	1.006798e+002	1.652928e+000	-1.142001e+001
5.204658724351648e-005	1.006871e+002	1.637477e+000	-1.141647e+001
5.204672701290610e-005	1.006936e+002	1.620198e+000	-1.141248e+001
5.204685841040956e-005	1.006987e+002	1.604123e+000	-1.140873e+001
5.204702385913733e-005	1.007040e+002	1.584156e+000	-1.140400e+001
5.204731507868595e-005	1.007114e+002	1.549656e+000	-1.139568e+001
5.204771905747932e-005	1.007193e+002	1.503102e+000	-1.138414e+001
5.204833187048374e-005	1.007282e+002	1.435330e+000	-1.136662e+001
5.204922290851789e-005	1.007375e+002	1.342653e+000	-1.134115e+001
5.205061111157057e-005	1.007477e+002	1.211009e+000	-1.130143e+001
5.205272627361608e-005	1.007582e+002	1.036649e+000	-1.124084e+001
5.205604485882018e-005	1.007689e+002	8.147221e-001	-1.114563e+001
5.206093404550663e-005	1.007791e+002	5.690150e-001	-1.100507e+001
5.206654249713403e-005	1.007867e+002	3.705028e-001	-1.084343e+001
5.207164815341128e-005	1.007917e+002	2.488688e-001	-1.069588e+001
5.207670703605283e-005	1.007954e+002	1.684062e-001	-1.054931e+001
5.208162414606621e-005	1.007983e+002	1.153615e-001	-1.040648e+001
5.208671024865640e-005	1.008006e+002	7.807780e-002	-1.025838e+001
5.209171320532955e-005	1.008025e+002	5.312425e-002	-1.011236e+001
5.209679510282960e-005	1.008041e+002	3.592589e-002	-9.963675e+000
5.210173527985603e-005	1.008053e+002	2.438357e-002	-9.818826e+000
5.210563578566457e-005	1.008061e+002	1.792489e-002	-9.704233e+000
5.210912853489495e-005	1.008067e+002	1.369330e-002	-9.601439e+000
5.211262659974269e-005	1.008072e+002	1.048275e-002	-9.498326e+000
5.211614452384707e-005	1.008077e+002	8.070762e-003	-9.394451e+000
5.212137363463593e-005	1.008082e+002	5.475013e-003	-9.239764e+000
5.212651596550658e-005	1.008086e+002	3.687223e-003	-9.087340e+000
5.213184020760102e-005	1.008088e+002	2.443997e-003	-8.929193e+000
5.213670961091881e-005	1.008090e+002	1.676896e-003	-8.784259e+000
5.214183025765566e-005	1.008090e+002	1.132003e-003	-8.631545e+000
5.214676495325419e-005	1.008090e+002	7.740675e-004	-8.484096e+000
5.215190027187050e-005	1.008088e+002	5.214123e-004	-8.330361e+000
5.215686853727417e-005	1.008087e+002	3.551049e-004	-8.181355e+000
5.216197362087960e-005	1.008084e+002	2.395714e-004	-8.027966e+000
5.216720952619452e-005	1.008081e+002	1.600009e-004	-7.870357e+000
5.217299899488596e-005	1.008077e+002	1.021125e-004	-7.695755e+000
5.217916419467506e-005	1.008072e+002	6.261256e-005	-7.509457e+000
5.218590907037364e-005	1.008065e+002	3.628175e-005	-7.305202e+000
5.219438681275660e-005	1.008056e+002	1.721123e-005	-7.047869e+000
5.220356247341077e-005	1.008045e+002	6.300012e-006	-6.768591e+000
5.221676116697920e-005	1.008027e+002	-1.017934e-006	-6.365612e+000
5.223143537498884e-005	1.008004e+002	-4.472288e-006	-5.915867e+000
5.225597107768201e-005	1.007961e+002	-6.681211e-006	-5.160472e+000
5.228622104254735e-005	1.007901e+002	-8.109560e-006	-4.224178e+000
5.234535473887323e-005	1.007758e+002	-1.041587e-005	-2.385217e+000
5.238677775531493e-005	1.007636e+002	-1.228551e-005	-1.093452e+000
5.239677775531494e-005	1.007602e+002	-1.285920e-005	-7.812541e-001
5.242000000000000e-005	1.007518e+002	-1.445129e-005	-5.634889e-002
5.242644448937011e-005	1.007493e+002	-1.502407e-005	1.446383e-001
5.243933346811034e-005	1.007439e+002	-1.632451e-005	5.463688e-001
5.244933346811034e-005	1.007393e+002	-1.753965e-005	8.577824e-001
5.246000000000000e-005	1.007339e+002	-1.907864e-005	1.189686e+000
5.246023333063779e-005	1.007338e+002	-1.910073e-005	1.196940e+000
5.246069999191338e-005	1.007336e+002	-1.917221e-005	1.211448e+000
5.246642123979033e-005	1.007304e+002	-2.023962e-005	1.389234e+000
5.247000000000000e-005	1.007283e+002	-2.096519e-005	1.500395e+000
5.247000787328821e-005	1.007283e+002	-2.096692e-005	1.500639e+000
5.247002361986463e-005	1.007283e+002	-2.097035e-005	1.501128e+000
5.247059499563744e-005	1.007280e+002	-2.109600e-005	1.518869e+000
5.247116637141025e-005	1.007276e+002	-2.122354e-005	1.536608e+000
5.247173774718306e-005	1.007273e+002	-2.135299e-005	1.554346e+000
5.247230912295587e-005	1.007269e+002	-2.148435e-005	1.572082e+000
5.247288049872868e-005	1.007266e+002	-2.161761e-005	1.589818e+000
5.247345187450149e-005	1.007262e+002	-2.175277e-005	1.607551e+000
5.247402325027430e-005	1.007259e+002	-2.188984e-005	1.625284e+000
5.247504461086873e-005	1.007252e+002	-2.214095e-005	1.656978e+000
5.247708733205760e-005	1.007239e+002	-2.266447e-005	1.720354e+000
5.247779921664816e-005	1.007235e+002	-2.285274e-005	1.742437e+000
5.247822096159637e-005	1.007232e+002	-2.296721e-005	1.755518e+000
5.247849748128267e-005	1.007230e+002	-2.304323e-005	1.764094e+000
5.247875816845105e-005	1.007228e+002	-2.311559e-005	1.772179e+000
5.247906413051966e-005	1.007226e+002	-2.320127e-005	1.781668e+000
5.247934891126998e-005	1.007224e+002	-2.328178e-005	1.790499e+000
5.247972177331060e-005	1.007222e+002	-2.338803e-005	1.802061e+000
5.247979568673806e-005	1.007221e+002	-2.340922e-005	1.804353e+000
5.247994351359299e-005	1.007220e+002	-2.345193e-005	1.808937e+000
5.248023916730284e-005	1.007218e+002	-2.353774e-005	1.818104e+000
5.248027396528491e-005	1.007218e+002	-2.354789e-005	1.819183e+000
5.248034356124904e-005	1.007218e+002	-2.356826e-005	1.821341e+000
5.248048275317730e-005	1.007217e+002	-2.360918e-005	1.825656e+000
5.248076113703383e-005	1.007215e+002	-2.369158e-005	1.834287e+000
5.248111457871689e-005	1.007212e+002	-2.379719e-005	1.845245e+000
5.248151614051837e-005	1.007210e+002	-2.391855e-005	1.857694e+000
5.248188442383578e-005	1.007207e+002	-2.403121e-005	1.869110e+000
5.248225465385956e-005	1.007204e+002	-2.414593e-005	1.880586e+000
5.248267716564079e-005	1.007201e+002	-2.427852e-005	1.893682e+000
5.248306156552601e-005	1.007199e+002	-2.440075e-005	1.905596e+000
5.248345996299226e-005	1.007196e+002	-2.452912e-005	1.917943e+000
5.248383497429682e-005	1.007193e+002	-2.465154e-005	1.929565e+000
5.248422817926268e-005	1.007190e+002	-2.478160e-005	1.941749e+000
5.248460761860706e-005	1.007188e+002	-2.490878e-005	1.953507e+000
5.248499988286703e-005	1.007185e+002	-2.504203e-005	1.965661e+000
5.248538108323287e-005	1.007182e+002	-2.517326e-005	1.977471e+000
5.248577193955150e-005	1.007179e+002	-2.530966e-005	1.989580e+000
5.248615442654847e-005	1.007176e+002	-2.544498e-005	2.001429e+000
5.248654520743721e-005	1.007173e+002	-2.558514e-005	2.013534e+000
5.248692886755247e-005	1.007170e+002	-2.572468e-005	2.025418e+000
5.248732092138687e-005	1.007167e+002	-2.586929e-005	2.037561e+000
5.248770586843186e-005	1.007164e+002	-2.601330e-005	2.049483e+000
5.248810158996937e-005	1.007161e+002	-2.616348e-005	2.061738e+000
5.248848871843091e-005	1.007158e+002	-2.631255e-005	2.073726e+000
5.248889273722349e-005	1.007155e+002	-2.647044e-005	2.086236e+000
5.248928448571060e-005	1.007152e+002	-2.662587e-005	2.098366e+000
5.248970614614948e-005	1.007149e+002	-2.679576e-005	2.111421e+000
5.249010821800790e-005	1.007145e+002	-2.696040e-005	2.123869e+000
5.249058187106878e-005	1.007141e+002	-2.715774e-005	2.138531e+000
5.249107704534127e-005	1.007137e+002	-2.736822e-005	2.153859e+000
5.249174876841332e-005	1.007132e+002	-2.766033e-005	2.174649e+000
5.249241484356131e-005	1.007126e+002	-2.795840e-005	2.195262e+000
5.249342065956573e-005	1.007118e+002	-2.842414e-005	2.226385e+000
5.249441681273093e-005	1.007109e+002	-2.890757e-005	2.257203e+000
5.249619750869430e-005	1.007093e+002	-2.982572e-005	2.312279e+000
5.249801726598408e-005	1.007076e+002	-3.083652e-005	2.368547e+000
5.250000000000000e-005	1.007057e+002	-3.200939e-005	2.429839e+000
5.250000435996690e-005	1.007057e+002	-3.201515e-005	2.429973e+000
5.250001307990069e-005	1.007057e+002	-3.202736e-005	2.430243e+000
5.250003051976827e-005	1.007056e+002	-3.205301e-005	2.430782e+000
5.250006304623739e-005	1.007056e+002	-3.210142e-005	2.431787e+000
5.250012809917563e-005	1.007055e+002	-3.219800e-005	2.433798e+000
5.250025820505212e-005	1.007053e+002	-3.239001e-005	2.437818e+000
5.250051841680511e-005	1.007050e+002	-3.276990e-005	2.445859e+000
5.250103884031107e-005	1.007043e+002	-3.351623e-005	2.461940e+000
5.250202949344613e-005	1.007030e+002	-3.490642e-005	2.492547e+000
5.250342739903331e-005	1.007011e+002	-3.683217e-005	2.535725e+000
5.250545963905016e-005	1.006983e+002	-3.960663e-005	2.598478e+000
5.250732143916918e-005	1.006956e+002	-4.216456e-005	2.655952e+000
5.250817353998270e-005	1.006943e+002	-4.342828e-005	2.682250e+000
5.250829579837297e-005	1.006940e+002	-4.397174e-005	2.686023e+000
5.250854031515352e-005	1.006930e+002	-4.723046e-005	2.693567e+000
5.250873295653946e-005	1.006908e+002	-5.374706e-005	2.699511e+000
5.250896396560761e-005	1.006857e+002	-6.874929e-005	2.706639e+000
5.250928413372600e-005	1.006751e+002	-9.888198e-005	2.716516e+000
5.250952904655209e-005	1.006647e+002	-1.262282e-004	2.724072e+000
5.250975183585368e-005	1.006558e+002	-1.504994e-004	2.730944e+000
5.251000000000000e-005	1.006473e+002	-1.744504e-004	2.738599e+000
5.251002481641463e-005	1.006465e+002	-1.764705e-004	2.739365e+000
5.251007444924390e-005	1.006450e+002	-1.803535e-004	2.740896e+000
5.251017371490243e-005	1.006421e+002	-1.875527e-004	2.743958e+000
5.251037224621949e-005	1.006369e+002	-2.002008e-004	2.750081e+000
5.251076930885360e-005	1.006277e+002	-2.210673e-004	2.762326e+000
5.251156343412184e-005	1.006118e+002	-2.566237e-004	2.786814e+000
5.251228857874386e-005	1.005967e+002	-2.920424e-004	2.809172e+000
5.251302893801238e-005	1.005749e+002	-3.438725e-004	2.831995e+000
5.251334229467341e-005	1.005589e+002	-3.845077e-004	2.841654e+000
5.251354373470982e-005	1.005408e+002	-4.362127e-004	2.847863e+000
5.251366432783672e-005	1.005198e+002	-5.018190e-004	2.851580e+000
5.251373630660988e-005	1.004915e+002	-6.000234e-004	2.853798e+000
5.251377727196630e-005	1.004458e+002	-7.586593e-004	2.855060e+000
5.251381053059140e-005	1.003520e+002	-1.005465e-003	2.856085e+000
5.251384273213443e-005	1.002502e+002	-1.291820e-003	2.857077e+000
5.251387198814120e-005	1.001744e+002	-1.520715e-003	2.857979e+000
5.251390807513468e-005	1.000990e+002	-1.744934e-003	2.859090e+000
5.251393938643794e-005	1.000500e+002	-1.895251e-003	2.860054e+000
5.251396847399421e-005	1.000146e+002	-2.000999e-003	2.860950e+000
5.251399363444566e-005	9.999109e+001	-2.071010e-003	2.861725e+000
5.251401871556844e-005	9.997229e+001	-2.124368e-003	2.862498e+000
5.251404566385552e-005	9.995676e+001	-2.167568e-003	2.863328e+000
5.251407804278729e-005	9.994260e+001	-2.204490e-003	2.864325e+000
5.251412170654640e-005	9.992955e+001	-2.237007e-003	2.865669e+000
5.251416869331592e-005	9.992062e+001	-2.256617e-003	2.867117e+000
5.251422987206908e-005	9.991398e+001	-2.267033e-003	2.869001e+000
5.251429599275513e-005	9.991032e+001	-2.267509e-003	2.871037e+000
5.251438466618716e-005	9.990826e+001	-2.259224e-003	2.873767e+000
5.251448649704400e-005	9.990753e+001	-2.244522e-003	2.876903e+000
5.251463400280011e-005	9.990754e+001	-2.219951e-003	2.881445e+000
5.251482415401141e-005	9.990788e+001	-2.187368e-003	2.887300e+000
5.251515757590965e-005	9.990854e+001	-2.131218e-003	2.897566e+000
5.251572082647310e-005	9.990938e+001	-2.040804e-003	2.914906e+000
5.251684732760002e-005	9.991054e+001	-1.875326e-003	2.949578e+000
5.251910032985384e-005	9.991138e+001	-1.589787e-003	3.018896e+000
5.252271172292305e-005	9.991090e+001	-1.222299e-003	3.129938e+000
5.252736529803267e-005	9.990882e+001	-8.443916e-004	3.272939e+000
5.252799592385010e-005	9.990848e+001	-8.030100e-004	3.292307e+000
5.252925717548497e-005	9.990775e+001	-7.344211e-004	3.331023e+000
5.253177967875471e-005	9.990619e+001	-6.177506e-004	3.408414e+000
5.253682468529420e-005	9.990279e+001	-4.374532e-004	3.563065e+000
5.254241278274839e-005	9.989873e+001	-2.954958e-004	3.734174e+000
5.254780457888542e-005	9.989465e+001	-2.046431e-004	3.899058e+000
5.255289319196814e-005	9.989069e+001	-1.482345e-004	4.054459e+000
5.255817067494740e-005	9.988654e+001	-1.095031e-004	4.215403e+000
5.256358623571672e-005	9.988223e+001	-8.322069e-005	4.380317e+000
5.256930205387931e-005	9.987766e+001	-6.517770e-005	4.554101e+000
5.257524781294365e-005	9.987288e+001	-5.320578e-005	4.734570e+000
5.258166579691116e-005	9.986771e+001	-4.519000e-005	4.929006e+000
5.258862889385678e-005	9.986209e+001	-3.997883e-005	5.139512e+000
5.259649046205549e-005	9.985574e+001	-3.662448e-005	5.376602e+000
5.260549245260314e-005	9.984850e+001	-3.434645e-005	5.647517e+000
5.260683960577443e-005	9.984741e+001	-3.412685e-005	5.687986e+000
5.260953391211700e-005	9.984525e+001	-3.380801e-005	5.768825e+000
5.261088645104584e-005	9.984416e+001	-3.366328e-005	5.809385e+000
5.261169741593739e-005	9.984351e+001	-3.358507e-005	5.833692e+000
5.261260442751922e-005	9.984278e+001	-3.350305e-005	5.860868e+000
5.261324060109575e-005	9.984227e+001	-3.344822e-005	5.879925e+000
5.261370575485808e-005	9.984190e+001	-3.340967e-005	5.893857e+000
5.261398409607386e-005	9.984167e+001	-3.338723e-005	5.902191e+000
5.261423751818533e-005	9.984147e+001	-3.336721e-005	5.909779e+000
5.261445686847534e-005	9.984129e+001	-3.335016e-005	5.916346e+000
5.261467257820242e-005	9.984112e+001	-3.333364e-005	5.922804e+000
5.261489808402545e-005	9.984093e+001	-3.331663e-005	5.929554e+000
5.261514569350924e-005	9.984074e+001	-3.329823e-005	5.936965e+000
5.261537225544235e-005	9.984056e+001	-3.328165e-005	5.943746e+000
5.261560626404076e-005	9.984037e+001	-3.326479e-005	5.950749e+000
5.261582818179765e-005	9.984019e+001	-3.324904e-005	5.957390e+000
5.261605981773074e-005	9.984000e+001	-3.323284e-005	5.964321e+000
5.261629178288231e-005	9.983982e+001	-3.321686e-005	5.971261e+000
5.261654054692017e-005	9.983962e+001	-3.319999e-005	5.978703e+000
5.261680257177357e-005	9.983941e+001	-3.318252e-005	5.986541e+000
5.261709156440337e-005	9.983918e+001	-3.316359e-005	5.995185e+000
5.261740689715709e-005	9.983893e+001	-3.314334e-005	6.004616e+000
5.261775913290154e-005	9.983865e+001	-3.312113e-005	6.015149e+000
5.261798238576502e-005	9.983846e+001	-3.310731e-005	6.021824e+000
5.261822341435499e-005	9.983827e+001	-3.309263e-005	6.029031e+000
5.261847041676695e-005	9.983807e+001	-3.307782e-005	6.036415e+000
5.261873322273610e-005	9.983786e+001	-3.306232e-005	6.044271e+000
5.261901421982318e-005	9.983764e+001	-3.304605e-005	6.052670e+000
5.261941627330682e-005	9.983731e+001	-3.302324e-005	6.064685e+000
5.261981455865836e-005	9.983700e+001	-3.300114e-005	6.076586e+000
5.262013960182902e-005	9.983673e+001	-3.298351e-005	6.086298e+000
5.262050610950710e-005	9.983644e+001	-3.296405e-005	6.097246e+000
5.262084398480648e-005	9.983617e+001	-3.294646e-005	6.107339e+000
5.262107251720807e-005	9.983599e+001	-3.293477e-005	6.114164e+000
5.262133290221279e-005	9.983578e+001	-3.292167e-005	6.121940e+000
5.262160931915936e-005	9.983556e+001	-3.290800e-005	6.130194e+000
5.262197303139335e-005	9.983527e+001	-3.289035e-005	6.141053e+000
5.262234755054446e-005	9.983497e+001	-3.287257e-005	6.152234e+000
5.262285090468170e-005	9.983456e+001	-3.284930e-005	6.167257e+000
5.262345843673144e-005	9.983408e+001	-3.282212e-005	6.185387e+000
5.262425948904104e-005	9.983344e+001	-3.278778e-005	6.209284e+000
5.262537531583011e-005	9.983254e+001	-3.274289e-005	6.242557e+000
5.262756701569404e-005	9.983079e+001	-3.266204e-005	6.307869e+000
5.263014544057217e-005	9.982873e+001	-3.257832e-005	6.384626e+000
5.263510039960255e-005	9.982478e+001	-3.244305e-005	6.531892e+000
5.264179673303022e-005	9.981945e+001	-3.229573e-005	6.730360e+000
5.265518939988558e-005	9.980883e+001	-3.206239e-005	7.125117e+000
5.268197473359629e-005	9.978778e+001	-3.164903e-005	7.905433e+000
5.273554540101771e-005	9.974651e+001	-3.077316e-005	9.428424e+000
5.282358429921741e-005	9.968150e+001	-2.901818e-005	1.178807e+001
5.299966209561682e-005	9.956474e+001	-2.461108e-005	1.599650e+001
5.319497459561682e-005	9.946058e+001	-1.864558e-005	1.980301e+001
5.339028709561681e-005	9.938837e+001	-1.171929e-005	2.245773e+001
5.358559959561681e-005	9.935184e+001	-4.204261e-006	2.380221e+001
5.378091209561681e-005	9.935267e+001	3.461139e-006	2.377562e+001
5.397622459561681e-005	9.939034e+001	1.083514e-005	2.239606e+001
5.417153709561681e-005	9.946227e+001	1.757971e-005	1.982706e+001
5.432468750000001e-005	9.953996e+001	2.232685e-005	1.713959e+001
5.435116071428572e-005	9.955514e+001	2.303408e-005	1.657258e+001
5.437763392857144e-005	9.957072e+001	2.371472e-005	1.599117e+001
5.440410714285715e-005	9.958670e+001	2.436877e-005	1.539536e+001
5.443058035714286e-005	9.960308e+001	2.499624e-005	1.478514e+001
5.445705357142857e-005	9.961986e+001	2.559711e-005	1.416052e+001
5.448352678571429e-005	9.963705e+001	2.617140e-005	1.352149e+001
5.451000000000001e-005	9.965463e+001	2.671909e-005	1.286806e+001
5.451100000000001e-005	9.965543e+001	2.688187e-005	1.284309e+001
5.451300000000001e-005	9.965660e+001	2.585572e-005	1.279311e+001
5.451537861079383e-005	9.965681e+001	2.185913e-005	1.273360e+001
5.451747385273345e-005	9.965560e+001	1.560991e-005	1.268111e+001
5.451821733123810e-005	9.965475e+001	1.249457e-005	1.266247e+001
5.451851304299070e-005	9.965433e+001	1.094851e-005	1.265505e+001
5.451910446649591e-005	9.965333e+001	7.311074e-006	1.264020e+001
5.452000000000000e-005	9.965134e+001	1.145443e-006	1.261771e+001
5.452004669130189e-005	9.965121e+001	7.297095e-007	1.261654e+001
5.452014007390569e-005	9.965093e+001	-1.218743e-007	1.261419e+001
5.452032683911327e-005	9.965035e+001	-1.879380e-006	1.260950e+001
5.452070036952843e-005	9.964915e+001	-5.497781e-006	1.260011e+001
5.452110506592250e-005	9.964775e+001	-9.585458e-006	1.258994e+001
5.452191445871065e-005	9.964468e+001	-1.850596e-005	1.256957e+001
5.452353324428695e-005	9.963711e+001	-3.972830e-005	1.252882e+001
5.452576498312390e-005	9.962215e+001	-7.904311e-005	1.247256e+001
5.452792720007056e-005	9.959892e+001	-1.370740e-004	1.241798e+001
