Freq.	V(Vout+,Vout-)*45
4.56856856856853e+004	(6.99938536888750e+000dB,1.10805256768866e+002°)
4.58018018018014e+004	(7.05261018454438e+000dB,1.10628310985271e+002°)
4.59179179179175e+004	(7.10581576643039e+000dB,1.10450895649361e+002°)
4.60340340340336e+004	(7.15900291807025e+000dB,1.10273003363141e+002°)
4.61501501501497e+004	(7.21217243474548e+000dB,1.10094626653350e+002°)
4.62662662662658e+004	(7.26532510341229e+000dB,1.09915757970553e+002°)
4.63823823823820e+004	(7.31846170261550e+000dB,1.09736389688222e+002°)
4.64984984984981e+004	(7.37158300239824e+000dB,1.09556514101804e+002°)
4.66146146146142e+004	(7.42468976420742e+000dB,1.09376123427785e+002°)
4.67307307307303e+004	(7.47778274079474e+000dB,1.09195209802745e+002°)
4.68468468468464e+004	(7.53086267611338e+000dB,1.09013765282399e+002°)
4.69629629629625e+004	(7.58393030521018e+000dB,1.08831781840639e+002°)
4.70790790790786e+004	(7.63698635411305e+000dB,1.08649251368557e+002°)
4.71951951951948e+004	(7.69003153971381e+000dB,1.08466165673466e+002°)
4.73113113113109e+004	(7.74306656964613e+000dB,1.08282516477916e+002°)
4.74274274274270e+004	(7.79609214215867e+000dB,1.08098295418692e+002°)
4.75435435435431e+004	(7.84910894598300e+000dB,1.07913494045813e+002°)
4.76596596596592e+004	(7.90211766019662e+000dB,1.07728103821522e+002°)
4.77757757757753e+004	(7.95511895408064e+000dB,1.07542116119262e+002°)
4.78918918918915e+004	(8.00811348697209e+000dB,1.07355522222655e+002°)
4.80080080080076e+004	(8.06110190811087e+000dB,1.07168313324469e+002°)
4.81241241241237e+004	(8.11408485648107e+000dB,1.06980480525574e+002°)
4.82402402402398e+004	(8.16706296064657e+000dB,1.06792014833900e+002°)
4.83563563563559e+004	(8.22003683858102e+000dB,1.06602907163383e+002°)
4.84724724724720e+004	(8.27300709749158e+000dB,1.06413148332906e+002°)
4.85885885885881e+004	(8.32597433363687e+000dB,1.06222729065240e+002°)
4.87047047047043e+004	(8.37893913213864e+000dB,1.06031639985970e+002°)
4.88208208208204e+004	(8.43190206678708e+000dB,1.05839871622424e+002°)
4.89369369369365e+004	(8.48486369983971e+000dB,1.05647414402597e+002°)
4.90530530530526e+004	(8.53782458181371e+000dB,1.05454258654065e+002°)
4.91691691691687e+004	(8.59078525127145e+000dB,1.05260394602903e+002°)
4.92852852852848e+004	(8.64374623459918e+000dB,1.05065812372596e+002°)
4.94014014014009e+004	(8.69670804577872e+000dB,1.04870501982947e+002°)
4.95175175175171e+004	(8.74967118615188e+000dB,1.04674453348984e+002°)
4.96336336336332e+004	(8.80263614417766e+000dB,1.04477656279867e+002°)
4.97497497497493e+004	(8.85560339518193e+000dB,1.04280100477793e+002°)
4.98658658658654e+004	(8.90857340109940e+000dB,1.04081775536895e+002°)
4.99819819819815e+004	(8.96154661020789e+000dB,1.03882670942154e+002°)
5.00980980980976e+004	(9.01452345685456e+000dB,1.03682776068299e+002°)
5.02142142142137e+004	(9.06750436117400e+000dB,1.03482080178718e+002°)
5.03303303303299e+004	(9.12048972879803e+000dB,1.03280572424364e+002°)
5.04464464464460e+004	(9.17347995055707e+000dB,1.03078241842671e+002°)
5.05625625625621e+004	(9.22647540217272e+000dB,1.02875077356470e+002°)
5.06786786786782e+004	(9.27947644394160e+000dB,1.02671067772912e+002°)
5.07947947947943e+004	(9.33248342041014e+000dB,1.02466201782395e+002°)
5.09109109109104e+004	(9.38549666004016e+000dB,1.02260467957500e+002°)
5.10270270270265e+004	(9.43851647486503e+000dB,1.02053854751932e+002°)
5.11431431431427e+004	(9.49154316013628e+000dB,1.01846350499473e+002°)
5.12592592592588e+004	(9.54457699396041e+000dB,1.01637943412946e+002°)
5.13753753753749e+004	(9.59761823692567e+000dB,1.01428621583183e+002°)
5.14914914914910e+004	(9.65066713171877e+000dB,1.01218372978014e+002°)
5.16076076076071e+004	(9.70372390273111e+000dB,1.01007185441267e+002°)
5.17237237237232e+004	(9.75678875565449e+000dB,1.00795046691778e+002°)
5.18398398398393e+004	(9.80986187706595e+000dB,1.00581944322428e+002°)
5.19559559559555e+004	(9.86294343400175e+000dB,1.00367865799184e+002°)
5.20720720720716e+004	(9.91603357351996e+000dB,1.00152798460174e+002°)
5.21881881881877e+004	(9.96913242225179e+000dB,9.99367295147737e+001°)
5.23043043043038e+004	(1.00222400859412e+001dB,9.97196460427158e+001°)
5.24204204204199e+004	(1.00753566489728e+001dB,9.95015349932299e+001°)
5.25365365365360e+004	(1.01284821738872e+001dB,9.92823831842037e+001°)
5.26526526526521e+004	(1.01816167008849e+001dB,9.90621773013737e+001°)
5.27687687687683e+004	(1.02347602473170e+001dB,9.88409038975463e+001°)
5.28848848848844e+004	(1.02879128071634e+001dB,9.86185493918508e+001°)
5.30010010010005e+004	(1.03410743504981e+001dB,9.83951000690270e+001°)
5.31171171171166e+004	(1.03942448229414e+001dB,9.81705420787495e+001°)
5.32332332332327e+004	(1.04474241450985e+001dB,9.79448614349900e+001°)
5.33493493493488e+004	(1.05006122119846e+001dB,9.77180440154227e+001°)
5.34654654654649e+004	(1.05538088924366e+001dB,9.74900755608717e+001°)
5.35815815815811e+004	(1.06070140285097e+001dB,9.72609416748061e+001°)
5.36976976976972e+004	(1.06602274348613e+001dB,9.70306278228839e+001°)
5.38138138138133e+004	(1.07134488981188e+001dB,9.67991193325482e+001°)
5.39299299299294e+004	(1.07666781762342e+001dB,9.65664013926780e+001°)
5.40460460460455e+004	(1.08199149978227e+001dB,9.63324590532976e+001°)
5.41621621621616e+004	(1.08731590614865e+001dB,9.60972772253467e+001°)
5.42782782782777e+004	(1.09264100351243e+001dB,9.58608406805160e+001°)
5.43943943943939e+004	(1.09796675552236e+001dB,9.56231340511496e+001°)
5.45105105105100e+004	(1.10329312261388e+001dB,9.53841418302198e+001°)
5.46266266266261e+004	(1.10862006193530e+001dB,9.51438483713769e+001°)
5.47427427427422e+004	(1.11394752727230e+001dB,9.49022378890781e+001°)
5.48588588588583e+004	(1.11927546897096e+001dB,9.46592944587995e+001°)
5.49749749749744e+004	(1.12460383385903e+001dB,9.44150020173350e+001°)
5.50910910910905e+004	(1.12993256516563e+001dB,9.41693443631865e+001°)
5.52072072072067e+004	(1.13526160243918e+001dB,9.39223051570507e+001°)
5.53233233233228e+004	(1.14059088146381e+001dB,9.36738679224052e+001°)
5.54394394394389e+004	(1.14592033417394e+001dB,9.34240160462000e+001°)
5.55555555555550e+004	(1.15124988856723e+001dB,9.31727327796594e+001°)
5.56716716716711e+004	(1.15657946861579e+001dB,9.29200012391978e+001°)
5.57877877877872e+004	(1.16190899417571e+001dB,9.26658044074565e+001°)
5.59039039039033e+004	(1.16723838089483e+001dB,9.24101251344655e+001°)
5.60200200200195e+004	(1.17256754011878e+001dB,9.21529461389366e+001°)
5.61361361361356e+004	(1.17789637879534e+001dB,9.18942500096925e+001°)
5.62522522522517e+004	(1.18322479937703e+001dB,9.16340192072393e+001°)
5.63683683683678e+004	(1.18855269972195e+001dB,9.13722360654869e+001°)
5.64844844844839e+004	(1.19387997299293e+001dB,9.11088827936250e+001°)
5.66006006006000e+004	(1.19920650755498e+001dB,9.08439414781592e+001°)
5.67167167167161e+004	(1.20453218687099e+001dB,9.05773940851158e+001°)
5.68328328328323e+004	(1.20985688939573e+001dB,9.03092224624211e+001°)
5.69489489489484e+004	(1.21518048846822e+001dB,9.00394083424620e+001°)
5.70650650650645e+004	(1.22050285220238e+001dB,8.97679333448354e+001°)
5.71811811811806e+004	(1.22582384337604e+001dB,8.94947789792934e+001°)
5.72972972972967e+004	(1.23114331931841e+001dB,8.92199266488927e+001°)
5.74134134134128e+004	(1.23646113179583e+001dB,8.89433576533543e+001°)
5.75295295295289e+004	(1.24177712689610e+001dB,8.86650531926435e+001°)
5.76456456456451e+004	(1.24709114491119e+001dB,8.83849943707757e+001°)
5.77617617617612e+004	(1.25240302021850e+001dB,8.81031621998591e+001°)
5.78778778778773e+004	(1.25771258116074e+001dB,8.78195376043799e+001°)
5.79939939939934e+004	(1.26301964992436e+001dB,8.75341014257410e+001°)
5.81101101101095e+004	(1.26832404241668e+001dB,8.72468344270616e+001°)
5.82262262262256e+004	(1.27362556814177e+001dB,8.69577172982464e+001°)
5.83423423423417e+004	(1.27892403007512e+001dB,8.66667306613350e+001°)
5.84584584584579e+004	(1.28421922453721e+001dB,8.63738550761390e+001°)
5.85745745745740e+004	(1.28951094106600e+001dB,8.60790710461771e+001°)
5.86906906906901e+004	(1.29479896228851e+001dB,8.57823590249178e+001°)
5.88068068068062e+004	(1.30008306379150e+001dB,8.54836994223389e+001°)
5.89229229229223e+004	(1.30536301399140e+001dB,8.51830726118136e+001°)
5.90390390390384e+004	(1.31063857400361e+001dB,8.48804589373330e+001°)
5.91551551551545e+004	(1.31590949751123e+001dB,8.45758387210760e+001°)
5.92712712712707e+004	(1.32117553063336e+001dB,8.42691922713345e+001°)
5.93873873873868e+004	(1.32643641179321e+001dB,8.39604998908057e+001°)
5.95035035035029e+004	(1.33169187158594e+001dB,8.36497418852613e+001°)
5.96196196196190e+004	(1.33694163264662e+001dB,8.33368985726030e+001°)
5.97357357357351e+004	(1.34218540951828e+001dB,8.30219502923148e+001°)
5.98518518518512e+004	(1.34742290852034e+001dB,8.27048774153226e+001°)
5.99679679679674e+004	(1.35265382761758e+001dB,8.23856603542708e+001°)
6.00840840840835e+004	(1.35787785628973e+001dB,8.20642795742252e+001°)
6.02002002001996e+004	(1.36309467540208e+001dB,8.17407156038134e+001°)
6.03163163163157e+004	(1.36830395707712e+001dB,8.14149490468109e+001°)
6.04324324324318e+004	(1.37350536456756e+001dB,8.10869605941842e+001°)
6.05485485485479e+004	(1.37869855213096e+001dB,8.07567310365983e+001°)
6.06646646646640e+004	(1.38388316490610e+001dB,8.04242412773991e+001°)
6.07807807807802e+004	(1.38905883879152e+001dB,8.00894723460790e+001°)
6.08968968968963e+004	(1.39422520032637e+001dB,7.97524054122342e+001°)
6.10130130130124e+004	(1.39938186657389e+001dB,7.94130218000223e+001°)
6.11291291291285e+004	(1.40452844500788e+001dB,7.90713030031265e+001°)
6.12452452452446e+004	(1.40966453340231e+001dB,7.87272307002360e+001°)
6.13613613613607e+004	(1.41478971972465e+001dB,7.83807867710471e+001°)
6.14774774774768e+004	(1.41990358203294e+001dB,7.80319533127922e+001°)
6.15935935935930e+004	(1.42500568837725e+001dB,7.76807126573029e+001°)
6.17097097097091e+004	(1.43009559670570e+001dB,7.73270473886105e+001°)
6.18258258258252e+004	(1.43517285477546e+001dB,7.69709403610891e+001°)
6.19419419419413e+004	(1.44023700006918e+001dB,7.66123747181454e+001°)
6.20580580580574e+004	(1.44528755971718e+001dB,7.62513339114551e+001°)
6.21741741741735e+004	(1.45032405042588e+001dB,7.58878017207508e+001°)
6.22902902902896e+004	(1.45534597841287e+001dB,7.55217622741586e+001°)
6.24064064064058e+004	(1.46035283934901e+001dB,7.51532000690861e+001°)
6.25225225225219e+004	(1.46534411830818e+001dB,7.47820999936569e+001°)
6.26386386386380e+004	(1.47031928972492e+001dB,7.44084473486912e+001°)
6.27547547547541e+004	(1.47527781736068e+001dB,7.40322278702269e+001°)
6.28708708708702e+004	(1.48021915427899e+001dB,7.36534277525758e+001°)
6.29869869869863e+004	(1.48514274283013e+001dB,7.32720336719083e+001°)
6.31031031031024e+004	(1.49004801464583e+001dB,7.28880328103568e+001°)
6.32192192192186e+004	(1.49493439064452e+001dB,7.25014128806288e+001°)
6.33353353353347e+004	(1.49980128104752e+001dB,7.21121621511172e+001°)
6.34514514514508e+004	(1.50464808540705e+001dB,7.17202694714929e+001°)
6.35675675675669e+004	(1.50947419264616e+001dB,7.13257242987660e+001°)
6.36836836836830e+004	(1.51427898111153e+001dB,7.09285167237962e+001°)
6.37997997997991e+004	(1.51906181863943e+001dB,7.05286374982336e+001°)
6.39159159159152e+004	(1.52382206263558e+001dB,7.01260780618672e+001°)
6.40320320320314e+004	(1.52855906016927e+001dB,6.97208305703589e+001°)
6.41481481481475e+004	(1.53327214808255e+001dB,6.93128879233332e+001°)
6.42642642642636e+004	(1.53796065311481e+001dB,6.89022437927982e+001°)
6.43803803803797e+004	(1.54262389204348e+001dB,6.84888926518632e+001°)
6.44964964964958e+004	(1.54726117184124e+001dB,6.80728298037213e+001°)
6.46126126126119e+004	(1.55187178985048e+001dB,6.76540514108603e+001°)
6.47287287287280e+004	(1.55645503397534e+001dB,6.72325545244630e+001°)
6.48448448448442e+004	(1.56101018289194e+001dB,6.68083371139560e+001°)
6.49609609609603e+004	(1.56553650627729e+001dB,6.63813980966628e+001°)
6.50770770770764e+004	(1.57003326505743e+001dB,6.59517373675141e+001°)
6.51931931931925e+004	(1.57449971167510e+001dB,6.55193558287670e+001°)
6.53093093093086e+004	(1.57893509037755e+001dB,6.50842554196798e+001°)
6.54254254254247e+004	(1.58333863752479e+001dB,6.46464391460886e+001°)
6.55415415415409e+004	(1.58770958191873e+001dB,6.42059111098268e+001°)
6.56576576576570e+004	(1.59204714515353e+001dB,6.37626765379300e+001°)
6.57737737737731e+004	(1.59635054198745e+001dB,6.33167418115594e+001°)
6.58898898898892e+004	(1.60061898073659e+001dB,6.28681144945836e+001°)
6.60060060060053e+004	(1.60485166369060e+001dB,6.24168033617448e+001°)
6.61221221221214e+004	(1.60904778755064e+001dB,6.19628184263457e+001°)
6.62382382382375e+004	(1.61320654388978e+001dB,6.15061709673791e+001°)
6.63543543543537e+004	(1.61732711963578e+001dB,6.10468735560287e+001°)
6.64704704704698e+004	(1.62140869757646e+001dB,6.05849400814626e+001°)
6.65865865865859e+004	(1.62545045688746e+001dB,6.01203857758426e+001°)
6.67027027027020e+004	(1.62945157368253e+001dB,5.96532272384670e+001°)
6.68188188188181e+004	(1.63341122158588e+001dB,5.91834824589659e+001°)
6.69349349349342e+004	(1.63732857232675e+001dB,5.87111708394673e+001°)
6.70510510510503e+004	(1.64120279635561e+001dB,5.82363132156461e+001°)
6.71671671671665e+004	(1.64503306348176e+001dB,5.77589318765755e+001°)
6.72832832832826e+004	(1.64881854353188e+001dB,5.72790505832915e+001°)
6.73993993993987e+004	(1.65255840702905e+001dB,5.67966945859870e+001°)
6.75155155155148e+004	(1.65625182589151e+001dB,5.63118906397482e+001°)
6.76316316316309e+004	(1.65989797415071e+001dB,5.58246670187496e+001°)
6.77477477477470e+004	(1.66349602868763e+001dB,5.53350535288210e+001°)
6.78638638638631e+004	(1.66704516998677e+001dB,5.48430815183048e+001°)
6.79799799799793e+004	(1.67054458290665e+001dB,5.43487838871208e+001°)
6.80960960960954e+004	(1.67399345746604e+001dB,5.38521950939571e+001°)
6.82122122122115e+004	(1.67739098964461e+001dB,5.33533511615113e+001°)
6.83283283283276e+004	(1.68073638219698e+001dB,5.28522896797051e+001°)
6.84444444444437e+004	(1.68402884547873e+001dB,5.23490498068006e+001°)
6.85605605605598e+004	(1.68726759828320e+001dB,5.18436722683485e+001°)
6.86766766766759e+004	(1.69045186868755e+001dB,5.13361993539054e+001°)
6.87927927927921e+004	(1.69358089490648e+001dB,5.08266749114564e+001°)
6.89089089089082e+004	(1.69665392615225e+001dB,5.03151443394909e+001°)
6.90250250250243e+004	(1.69967022349908e+001dB,4.98016545766771e+001°)
6.91411411411404e+004	(1.70262906075040e+001dB,4.92862540890922e+001°)
6.92572572572565e+004	(1.70552972530706e+001dB,4.87689928549689e+001°)
6.93733733733726e+004	(1.70837151903458e+001dB,4.82499223469239e+001°)
6.94894894894887e+004	(1.71115375912776e+001dB,4.77290955116433e+001°)
6.96056056056049e+004	(1.71387577897037e+001dB,4.72065667470051e+001°)
6.97217217217210e+004	(1.71653692898821e+001dB,4.66823918766264e+001°)
6.98378378378371e+004	(1.71913657749337e+001dB,4.61566281218318e+001°)
6.99539539539532e+004	(1.72167411151758e+001dB,4.56293340710449e+001°)
7.00700700700693e+004	(1.72414893763266e+001dB,4.51005696466166e+001°)
7.01861861861854e+004	(1.72656048275601e+001dB,4.45703960691073e+001°)
7.03023023023015e+004	(1.72890819493885e+001dB,4.40388758190536e+001°)
7.04184184184177e+004	(1.73119154413536e+001dB,4.35060725962549e+001°)
7.05345345345338e+004	(1.73341002295046e+001dB,4.29720512766258e+001°)
7.06506506506499e+004	(1.73556314736424e+001dB,4.24368778666665e+001°)
7.07667667667660e+004	(1.73765045743104e+001dB,4.19006194556184e+001°)
7.08828828828821e+004	(1.73967151795114e+001dB,4.13633441653692e+001°)
7.09989989989982e+004	(1.74162591911318e+001dB,4.08251210981926e+001°)
7.11151151151143e+004	(1.74351327710542e+001dB,4.02860202824088e+001°)
7.12312312312305e+004	(1.74533323469398e+001dB,3.97461126160591e+001°)
7.13473473473466e+004	(1.74708546176646e+001dB,3.92054698087019e+001°)
7.14634634634627e+004	(1.74876965583921e+001dB,3.86641643214385e+001°)
7.15795795795788e+004	(1.75038554252665e+001dB,3.81222693052872e+001°)
7.16956956956949e+004	(1.75193287597142e+001dB,3.75798585380314e+001°)
7.18118118118110e+004	(1.75341143923373e+001dB,3.70370063596722e+001°)
7.19279279279271e+004	(1.75482104463895e+001dB,3.64937876066208e+001°)
7.20440440440433e+004	(1.75616153408224e+001dB,3.59502775447759e+001°)
7.21601601601594e+004	(1.75743277928921e+001dB,3.54065518016292e+001°)
7.22762762762755e+004	(1.75863468203193e+001dB,3.48626862975527e+001°)
7.23923923923916e+004	(1.75976717429944e+001dB,3.43187571764197e+001°)
7.25085085085077e+004	(1.76083021842239e+001dB,3.37748407357190e+001°)
7.26246246246238e+004	(1.76182380715119e+001dB,3.32310133563179e+001°)
7.27407407407399e+004	(1.76274796368768e+001dB,3.26873514320393e+001°)
7.28568568568561e+004	(1.76360274167002e+001dB,3.21439312992109e+001°)
7.29729729729722e+004	(1.76438822511091e+001dB,3.16008291663487e+001°)
7.30890890890883e+004	(1.76510452828942e+001dB,3.10581210441375e+001°)
7.32052052052044e+004	(1.76575179559662e+001dB,3.05158826758666e+001°)
7.33213213213205e+004	(1.76633020133565e+001dB,2.99741894684790e+001°)
7.34374374374366e+004	(1.76683994947680e+001dB,2.94331164243891e+001°)
7.35535535535527e+004	(1.76728127336840e+001dB,2.88927380742221e+001°)
7.36696696696689e+004	(1.76765443540442e+001dB,2.83531284106206e+001°)
7.37857857857850e+004	(1.76795972664982e+001dB,2.78143608232653e+001°)
7.39019019019011e+004	(1.76819746642489e+001dB,2.72765080352457e+001°)
7.40180180180172e+004	(1.76836800184974e+001dB,2.67396420409145e+001°)
7.41341341341333e+004	(1.76847170735053e+001dB,2.62038340453537e+001°)
7.42502502502494e+004	(1.76850898412876e+001dB,2.56691544055711e+001°)
7.43663663663655e+004	(1.76848025959537e+001dB,2.51356725735421e+001°)
7.44824824824817e+004	(1.76838598677125e+001dB,2.46034570411999e+001°)
7.45985985985978e+004	(1.76822664365601e+001dB,2.40725752874782e+001°)
7.47147147147139e+004	(1.76800273256686e+001dB,2.35430937274895e+001°)
7.48308308308300e+004	(1.76771477944941e+001dB,2.30150776639268e+001°)
7.49469469469461e+004	(1.76736333316249e+001dB,2.24885912407607e+001°)
7.50630630630622e+004	(1.76694896473892e+001dB,2.19636973992968e+001°)
7.51791791791783e+004	(1.76647226662432e+001dB,2.14404578366505e+001°)
7.52952952952945e+004	(1.76593385189602e+001dB,2.09189329666878e+001°)
7.54114114114106e+004	(1.76533435346408e+001dB,2.03991818834720e+001°)
7.55275275275267e+004	(1.76467442325668e+001dB,1.98812623272458e+001°)
7.56436436436428e+004	(1.76395473139188e+001dB,1.93652306529719e+001°)
7.57597597597589e+004	(1.76317596533776e+001dB,1.88511418014489e+001°)
7.58758758758750e+004	(1.76233882906320e+001dB,1.83390492730035e+001°)
7.59919919919911e+004	(1.76144404218121e+001dB,1.78290051037620e+001°)
7.61081081081073e+004	(1.76049233908678e+001dB,1.73210598444889e+001°)
7.62242242242234e+004	(1.75948446809142e+001dB,1.68152625419760e+001°)
7.63403403403395e+004	(1.75842119055612e+001dB,1.63116607229589e+001°)
7.64564564564556e+004	(1.75730328002467e+001dB,1.58103003805284e+001°)
7.65725725725717e+004	(1.75613152135920e+001dB,1.53112259630017e+001°)
7.66886886886878e+004	(1.75490670987964e+001dB,1.48144803652077e+001°)
7.68048048048039e+004	(1.75362965050882e+001dB,1.43201049221392e+001°)
7.69209209209201e+004	(1.75230115692475e+001dB,1.38281394049169e+001°)
7.70370370370362e+004	(1.75092205072180e+001dB,1.33386220190066e+001°)
7.71531531531523e+004	(1.74949316058193e+001dB,1.28515894046254e+001°)
7.72692692692684e+004	(1.74801532145776e+001dB,1.23670766392688e+001°)
7.73853853853845e+004	(1.74648937376838e+001dB,1.18851172422907e+001°)
7.75015015015006e+004	(1.74491616260935e+001dB,1.14057431814570e+001°)
7.76176176176168e+004	(1.74329653697801e+001dB,1.09289848813993e+001°)
7.77337337337329e+004	(1.74163134901502e+001dB,1.04548712338878e+001°)
7.78498498498490e+004	(1.73992145326320e+001dB,9.98342960984242e+000°)
7.79659659659651e+004	(1.73816770594448e+001dB,9.51468587299818e+000°)
7.80820820820812e+004	(1.73637096425581e+001dB,9.04866439514114e+000°)
7.81981981981973e+004	(1.73453208568465e+001dB,8.58538807283037e+000°)
7.83143143143134e+004	(1.73265192734473e+001dB,8.12487834551836e+000°)
7.84304304304296e+004	(1.73073134533260e+001dB,7.66715521498598e+000°)
7.85465465465457e+004	(1.72877119410543e+001dB,7.21223726600638e+000°)
7.86626626626618e+004	(1.72677232588040e+001dB,6.76014168814970e+000°)
7.87787787787779e+004	(1.72473559005613e+001dB,6.31088429864826e+000°)
7.88948948948940e+004	(1.72266183265621e+001dB,5.86447956623570e+000°)
7.90110110110101e+004	(1.72055189579512e+001dB,5.42094063587862e+000°)
7.91271271271262e+004	(1.71840661716664e+001dB,4.98027935431989e+000°)
7.92432432432424e+004	(1.71622682955471e+001dB,4.54250629635500e+000°)
7.93593593593585e+004	(1.71401336036685e+001dB,4.10763079176268e+000°)
7.94754754754746e+004	(1.71176703118995e+001dB,3.67566095281536e+000°)
7.95915915915907e+004	(1.70948865736837e+001dB,3.24660370229649e+000°)
7.97077077077068e+004	(1.70717904760419e+001dB,2.82046480195243e+000°)
7.98238238238229e+004	(1.70483900357928e+001dB,2.39724888131130e+000°)
7.99399399399390e+004	(1.70246931959911e+001dB,1.97695946680250e+000°)
8.00560560560552e+004	(1.70007078225782e+001dB,1.55959901111291e+000°)
8.01721721721713e+004	(1.69764417012428e+001dB,1.14516892271868e+000°)
8.02882882882874e+004	(1.69519025344880e+001dB,7.33669595535076e-001°)
8.04044044044035e+004	(1.69270979389007e+001dB,3.25100438627050e-001°)
8.05205205205196e+004	(1.69020354426178e+001dB,-8.05400940702351e-002°)
8.06366366366357e+004	(1.68767224829872e+001dB,-4.83254474073269e-001°)
8.07527527527518e+004	(1.68511664044158e+001dB,-8.83046068761560e-001°)
8.08688688688680e+004	(1.68253744564021e+001dB,-1.27991911192155e+000°)
8.09849849849841e+004	(1.67993537917468e+001dB,-1.67387867446810e+000°)
8.11011011011002e+004	(1.67731114649364e+001dB,-2.06493063538132e+000°)
8.12172172172163e+004	(1.67466544306953e+001dB,-2.45308165289612e+000°)
8.13333333333324e+004	(1.67199895426991e+001dB,-2.83833913597835e+000°)
8.14494494494485e+004	(1.66931235524463e+001dB,-3.22071121612152e+000°)
8.15655655655646e+004	(1.66660631082797e+001dB,-3.60020671949077e+000°)
8.16816816816808e+004	(1.66388147545545e+001dB,-3.97683513944283e+000°)
8.17977977977969e+004	(1.66113849309464e+001dB,-4.35060660944680e+000°)
8.19139139139130e+004	(1.65837799718939e+001dB,-4.72153187642800e+000°)
8.20300300300291e+004	(1.65560061061693e+001dB,-5.08962227455493e+000°)
8.21461461461452e+004	(1.65280694565740e+001dB,-5.45488969948878e+000°)
8.22622622622613e+004	(1.64999760397510e+001dB,-5.81734658311046e+000°)
8.23783783783774e+004	(1.64717317661095e+001dB,-6.17700586874082e+000°)
8.24944944944936e+004	(1.64433424398582e+001dB,-6.53388098686613e+000°)
8.26106106106097e+004	(1.64148137591385e+001dB,-6.88798583137974e+000°)
8.27267267267258e+004	(1.63861513162557e+001dB,-7.23933473634859e+000°)
8.28428428428419e+004	(1.63573605980019e+001dB,-7.58794245331382e+000°)
8.29589589589580e+004	(1.63284469860643e+001dB,-7.93382412912964e+000°)
8.30750750750741e+004	(1.62994157575171e+001dB,-8.27699528434595e+000°)
8.31911911911902e+004	(1.62702720853886e+001dB,-8.61747179213913e+000°)
8.33073073073064e+004	(1.62410210393025e+001dB,-8.95526985779122e+000°)
8.34234234234225e+004	(1.62116675861857e+001dB,-9.29040599871973e+000°)
8.35395395395386e+004	(1.61822165910409e+001dB,-9.62289702505739e+000°)
8.36556556556547e+004	(1.61526728177775e+001dB,-9.95276002078142e+000°)
8.37717717717708e+004	(1.61230409300988e+001dB,-1.02800123253881e+001°)
8.38878878878869e+004	(1.60933254924399e+001dB,-1.06046715161126e+001°)
8.40040040040030e+004	(1.60635309709533e+001dB,-1.09267553906876e+001°)
8.41201201201192e+004	(1.60336617345385e+001dB,-1.12462819506366e+001°)
8.42362362362353e+004	(1.60037220559115e+001dB,-1.15632693850988e+001°)
8.43523523523514e+004	(1.59737161127119e+001dB,-1.18777360551755e+001°)
8.44684684684675e+004	(1.59436479886424e+001dB,-1.21897004787952e+001°)
8.45845845845836e+004	(1.59135216746403e+001dB,-1.24991813160883e+001°)
8.47007007006997e+004	(1.58833410700752e+001dB,-1.28061973552642e+001°)
8.48168168168158e+004	(1.58531099839718e+001dB,-1.31107674989835e+001°)
8.49329329329320e+004	(1.58228321362547e+001dB,-1.34129107512153e+001°)
8.50490490490481e+004	(1.57925111590118e+001dB,-1.37126462045731e+001°)
8.51651651651642e+004	(1.57621505977750e+001dB,-1.40099930281182e+001°)
8.52812812812803e+004	(1.57317539128149e+001dB,-1.43049704556228e+001°)
8.53973973973964e+004	(1.57013244804474e+001dB,-1.45975977742824e+001°)
8.55135135135125e+004	(1.56708655943507e+001dB,-1.48878943138689e+001°)
8.56296296296286e+004	(1.56403804668895e+001dB,-1.51758794363125e+001°)
8.57457457457448e+004	(1.56098722304456e+001dB,-1.54615725257058e+001°)
8.58618618618609e+004	(1.55793439387521e+001dB,-1.57449929787165e+001°)
8.59779779779770e+004	(1.55487985682309e+001dB,-1.60261601954012e+001°)
8.60940940940931e+004	(1.55182390193296e+001dB,-1.63050935704097e+001°)
8.62102102102092e+004	(1.54876681178586e+001dB,-1.65818124845678e+001°)
8.63263263263253e+004	(1.54570886163256e+001dB,-1.68563362968316e+001°)
8.64424424424414e+004	(1.54265031952669e+001dB,-1.71286843366010e+001°)
8.65585585585576e+004	(1.53959144645727e+001dB,-1.73988758963830e+001°)
8.66746746746737e+004	(1.53653249648081e+001dB,-1.76669302247947e+001°)
8.67907907907898e+004	(1.53347371685252e+001dB,-1.79328665198969e+001°)
8.69069069069059e+004	(1.53041534815687e+001dB,-1.81967039228474e+001°)
8.70230230230220e+004	(1.52735762443707e+001dB,-1.84584615118647e+001°)
8.71391391391381e+004	(1.52430077332370e+001dB,-1.87181582964937e+001°)
8.72552552552542e+004	(1.52124501616218e+001dB,-1.89758132121615e+001°)
8.73713713713704e+004	(1.51819056813904e+001dB,-1.92314451150173e+001°)
8.74874874874865e+004	(1.51513763840711e+001dB,-1.94850727770433e+001°)
8.76036036036026e+004	(1.51208643020924e+001dB,-1.97367148814323e+001°)
8.77197197197187e+004	(1.50903714100083e+001dB,-1.99863900182184e+001°)
8.78358358358348e+004	(1.50598996257083e+001dB,-2.02341166801560e+001°)
8.79519519519509e+004	(1.50294508116141e+001dB,-2.04799132588361e+001°)
8.80680680680670e+004	(1.49990267758604e+001dB,-2.07237980410330e+001°)
