Freq.	V(Vout+,Vout-)*45
8.81841841841832e+004	(1.49686292734609e+001dB,-2.09657892052738e+001°)
8.83003003002993e+004	(1.49382600074586e+001dB,-2.12059048186189e+001°)
8.84164164164154e+004	(1.49079206300602e+001dB,-2.14441628336523e+001°)
8.85325325325315e+004	(1.48776127437543e+001dB,-2.16805810856677e+001°)
8.86486486486476e+004	(1.48473379024130e+001dB,-2.19151772900471e+001°)
8.87647647647637e+004	(1.48170976123772e+001dB,-2.21479690398226e+001°)
8.88808808808798e+004	(1.47868933335248e+001dB,-2.23789738034164e+001°)
8.89969969969960e+004	(1.47567264803225e+001dB,-2.26082089225489e+001°)
8.91131131131121e+004	(1.47265984228600e+001dB,-2.28356916103124e+001°)
8.92292292292282e+004	(1.46965104878677e+001dB,-2.30614389494003e+001°)
8.93453453453443e+004	(1.46664639597167e+001dB,-2.32854678904876e+001°)
8.94614614614604e+004	(1.46364600814025e+001dB,-2.35077952507558e+001°)
8.95775775775765e+004	(1.46065000555108e+001dB,-2.37284377125567e+001°)
8.96936936936927e+004	(1.45765850451664e+001dB,-2.39474118222088e+001°)
8.98098098098088e+004	(1.45467161749655e+001dB,-2.41647339889215e+001°)
8.99259259259249e+004	(1.45168945318902e+001dB,-2.43804204838407e+001°)
9.00420420420410e+004	(1.44871211662067e+001dB,-2.45944874392112e+001°)
9.01581581581571e+004	(1.44573970923466e+001dB,-2.48069508476511e+001°)
9.02742742742732e+004	(1.44277232897708e+001dB,-2.50178265615327e+001°)
9.03903903903893e+004	(1.43981007038180e+001dB,-2.52271302924649e+001°)
9.05065065065055e+004	(1.43685302465353e+001dB,-2.54348776108737e+001°)
9.06226226226216e+004	(1.43390127974935e+001dB,-2.56410839456753e+001°)
9.07387387387377e+004	(1.43095492045858e+001dB,-2.58457645840373e+001°)
9.08548548548538e+004	(1.42801402848104e+001dB,-2.60489346712251e+001°)
9.09709709709699e+004	(1.42507868250375e+001dB,-2.62506092105290e+001°)
9.10870870870860e+004	(1.42214895827603e+001dB,-2.64508030632663e+001°)
9.12032032032021e+004	(1.41922492868306e+001dB,-2.66495309488582e+001°)
9.13193193193183e+004	(1.41630666381791e+001dB,-2.68468074449746e+001°)
9.14354354354344e+004	(1.41339423105208e+001dB,-2.70426469877458e+001°)
9.15515515515505e+004	(1.41048769510451e+001dB,-2.72370638720351e+001°)
9.16676676676666e+004	(1.40758711810911e+001dB,-2.74300722517727e+001°)
9.17837837837827e+004	(1.40469255968091e+001dB,-2.76216861403436e+001°)
9.18998998998988e+004	(1.40180407698071e+001dB,-2.78119194110302e+001°)
9.20160160160149e+004	(1.39892172477832e+001dB,-2.80007857975047e+001°)
9.21321321321311e+004	(1.39604555551449e+001dB,-2.81882988943683e+001°)
9.22482482482472e+004	(1.39317561936139e+001dB,-2.83744721577367e+001°)
9.23643643643633e+004	(1.39031196428178e+001dB,-2.85593189058663e+001°)
9.24804804804794e+004	(1.38745463608688e+001dB,-2.87428523198216e+001°)
9.25965965965955e+004	(1.38460367849289e+001dB,-2.89250854441792e+001°)
9.27127127127116e+004	(1.38175913317630e+001dB,-2.91060311877670e+001°)
9.28288288288277e+004	(1.37892103982791e+001dB,-2.92857023244375e+001°)
9.29449449449439e+004	(1.37608943620560e+001dB,-2.94641114938703e+001°)
9.30610610610600e+004	(1.37326435818591e+001dB,-2.96412712024055e+001°)
9.31771771771761e+004	(1.37044583981448e+001dB,-2.98171938239021e+001°)
9.32932932932922e+004	(1.36763391335520e+001dB,-2.99918916006235e+001°)
9.34094094094083e+004	(1.36482860933839e+001dB,-3.01653766441453e+001°)
9.35255255255244e+004	(1.36202995660769e+001dB,-3.03376609362846e+001°)
9.36416416416405e+004	(1.35923798236595e+001dB,-3.05087563300508e+001°)
9.37577577577567e+004	(1.35645271222005e+001dB,-3.06786745506129e+001°)
9.38738738738728e+004	(1.35367417022457e+001dB,-3.08474271962863e+001°)
9.39899899899889e+004	(1.35090237892452e+001dB,-3.10150257395329e+001°)
9.41061061061050e+004	(1.34813735939701e+001dB,-3.11814815279773e+001°)
9.42222222222211e+004	(1.34537913129196e+001dB,-3.13468057854351e+001°)
9.43383383383372e+004	(1.34262771287175e+001dB,-3.15110096129531e+001°)
9.44544544544533e+004	(1.33988312105003e+001dB,-3.16741039898605e+001°)
9.45705705705695e+004	(1.33714537142952e+001dB,-3.18360997748290e+001°)
9.46866866866856e+004	(1.33441447833893e+001dB,-3.19970077069415e+001°)
9.48028028028017e+004	(1.33169045486894e+001dB,-3.21568384067684e+001°)
9.49189189189178e+004	(1.32897331290736e+001dB,-3.23156023774504e+001°)
9.50350350350339e+004	(1.32626306317344e+001dB,-3.24733100057855e+001°)
9.51511511511500e+004	(1.32355971525123e+001dB,-3.26299715633229e+001°)
9.52672672672661e+004	(1.32086327762228e+001dB,-3.27855972074579e+001°)
9.53833833833823e+004	(1.31817375769740e+001dB,-3.29401969825320e+001°)
9.54994994994984e+004	(1.31549116184773e+001dB,-3.30937808209340e+001°)
9.56156156156145e+004	(1.31281549543497e+001dB,-3.32463585442024e+001°)
9.57317317317306e+004	(1.31014676284093e+001dB,-3.33979398641296e+001°)
9.58478478478467e+004	(1.30748496749629e+001dB,-3.35485343838645e+001°)
9.59639639639628e+004	(1.30483011190866e+001dB,-3.36981515990168e+001°)
9.60800800800789e+004	(1.30218219768996e+001dB,-3.38468008987577e+001°)
9.61961961961951e+004	(1.29954122558309e+001dB,-3.39944915669208e+001°)
9.63123123123112e+004	(1.29690719548792e+001dB,-3.41412327831003e+001°)
9.64284284284273e+004	(1.29428010648668e+001dB,-3.42870336237457e+001°)
9.65445445445434e+004	(1.29165995686864e+001dB,-3.44319030632546e+001°)
9.66606606606595e+004	(1.28904674415423e+001dB,-3.45758499750609e+001°)
9.67767767767756e+004	(1.28644046511851e+001dB,-3.47188831327191e+001°)
9.68928928928917e+004	(1.28384111581404e+001dB,-3.48610112109849e+001°)
9.70090090090079e+004	(1.28124869159323e+001dB,-3.50022427868900e+001°)
9.71251251251240e+004	(1.27866318713001e+001dB,-3.51425863408123e+001°)
9.72412412412401e+004	(1.27608459644109e+001dB,-3.52820502575405e+001°)
9.73573573573562e+004	(1.27351291290652e+001dB,-3.54206428273332e+001°)
9.74734734734723e+004	(1.27094812928987e+001dB,-3.55583722469709e+001°)
9.75895895895884e+004	(1.26839023775777e+001dB,-3.56952466208033e+001°)
9.77057057057045e+004	(1.26583922989907e+001dB,-3.58312739617882e+001°)
9.78218218218207e+004	(1.26329509674335e+001dB,-3.59664621925251e+001°)
9.79379379379368e+004	(1.26075782877913e+001dB,-3.61008191462805e+001°)
9.80540540540529e+004	(1.25822741597143e+001dB,-3.62343525680071e+001°)
9.81701701701690e+004	(1.25570384777907e+001dB,-3.63670701153544e+001°)
9.82862862862851e+004	(1.25318711317130e+001dB,-3.64989793596725e+001°)
9.84024024024012e+004	(1.25067720064422e+001dB,-3.66300877870080e+001°)
9.85185185185173e+004	(1.24817409823660e+001dB,-3.67604027990912e+001°)
9.86346346346335e+004	(1.24567779354536e+001dB,-3.68899317143168e+001°)
9.87507507507496e+004	(1.24318827374066e+001dB,-3.70186817687147e+001°)
9.88668668668657e+004	(1.24070552558055e+001dB,-3.71466601169134e+001°)
9.89829829829818e+004	(1.23822953542529e+001dB,-3.72738738330953e+001°)
9.90990990990979e+004	(1.23576028925121e+001dB,-3.74003299119425e+001°)
9.92152152152140e+004	(1.23329777266432e+001dB,-3.75260352695750e+001°)
9.93313313313301e+004	(1.23084197091343e+001dB,-3.76509967444797e+001°)
9.94474474474463e+004	(1.22839286890305e+001dB,-3.77752210984310e+001°)
9.95635635635624e+004	(1.22595045120586e+001dB,-3.78987150174022e+001°)
9.96796796796785e+004	(1.22351470207488e+001dB,-3.80214851124689e+001°)
9.97957957957946e+004	(1.22108560545529e+001dB,-3.81435379207024e+001°)
9.99119119119107e+004	(1.21866314499603e+001dB,-3.82648799060556e+001°)
1.00028028028027e+005	(1.21624730406094e+001dB,-3.83855174602388e+001°)
1.00144144144143e+005	(1.21383806573973e+001dB,-3.85054569035872e+001°)
1.00260260260259e+005	(1.21143541285860e+001dB,-3.86247044859193e+001°)
1.00376376376375e+005	(1.20903932799057e+001dB,-3.87432663873865e+001°)
1.00492492492491e+005	(1.20664979346556e+001dB,-3.88611487193139e+001°)
1.00608608608607e+005	(1.20426679138018e+001dB,-3.89783575250311e+001°)
1.00724724724724e+005	(1.20189030360724e+001dB,-3.90948987806961e+001°)
1.00840840840840e+005	(1.19952031180507e+001dB,-3.92107783961083e+001°)
1.00956956956956e+005	(1.19715679742647e+001dB,-3.93260022155137e+001°)
1.01073073073072e+005	(1.19479974172756e+001dB,-3.94405760184010e+001°)
1.01189189189188e+005	(1.19244912577627e+001dB,-3.95545055202888e+001°)
1.01305305305304e+005	(1.19010493046063e+001dB,-3.96677963735043e+001°)
1.01421421421420e+005	(1.18776713649691e+001dB,-3.97804541679525e+001°)
1.01537537537536e+005	(1.18543572443739e+001dB,-3.98924844318776e+001°)
1.01653653653652e+005	(1.18311067467810e+001dB,-4.00038926326151e+001°)
1.01769769769769e+005	(1.18079196746614e+001dB,-4.01146841773354e+001°)
1.01885885885885e+005	(1.17847958290698e+001dB,-4.02248644137788e+001°)
1.02002002002001e+005	(1.17617350097147e+001dB,-4.03344386309821e+001°)
1.02118118118117e+005	(1.17387370150265e+001dB,-4.04434120599966e+001°)
1.02234234234233e+005	(1.17158016422239e+001dB,-4.05517898745975e+001°)
1.02350350350349e+005	(1.16929286873786e+001dB,-4.06595771919851e+001°)
1.02466466466465e+005	(1.16701179454781e+001dB,-4.07667790734778e+001°)
1.02582582582581e+005	(1.16473692104865e+001dB,-4.08734005251964e+001°)
1.02698698698697e+005	(1.16246822754037e+001dB,-4.09794464987406e+001°)
1.02814814814814e+005	(1.16020569323233e+001dB,-4.10849218918572e+001°)
1.02930930930930e+005	(1.15794929724885e+001dB,-4.11898315491003e+001°)
1.03047047047046e+005	(1.15569901863460e+001dB,-4.12941802624832e+001°)
1.03163163163162e+005	(1.15345483635997e+001dB,-4.13979727721229e+001°)
1.03279279279278e+005	(1.15121672932613e+001dB,-4.15012137668760e+001°)
1.03395395395394e+005	(1.14898467637005e+001dB,-4.16039078849677e+001°)
1.03511511511510e+005	(1.14675865626936e+001dB,-4.17060597146117e+001°)
1.03627627627626e+005	(1.14453864774701e+001dB,-4.18076737946244e+001°)
1.03743743743743e+005	(1.14232462947587e+001dB,-4.19087546150294e+001°)
1.03859859859859e+005	(1.14011658008317e+001dB,-4.20093066176559e+001°)
1.03975975975975e+005	(1.13791447815481e+001dB,-4.21093341967290e+001°)
1.04092092092091e+005	(1.13571830223949e+001dB,-4.22088416994531e+001°)
1.04208208208207e+005	(1.13352803085287e+001dB,-4.23078334265874e+001°)
1.04324324324323e+005	(1.13134364248140e+001dB,-4.24063136330145e+001°)
1.04440440440439e+005	(1.12916511558624e+001dB,-4.25042865283021e+001°)
1.04556556556555e+005	(1.12699242860692e+001dB,-4.26017562772569e+001°)
1.04672672672671e+005	(1.12482555996493e+001dB,-4.26987270004720e+001°)
1.04788788788788e+005	(1.12266448806728e+001dB,-4.27952027748676e+001°)
1.04904904904904e+005	(1.12050919130981e+001dB,-4.28911876342241e+001°)
1.05021021021020e+005	(1.11835964808053e+001dB,-4.29866855697091e+001°)
1.05137137137136e+005	(1.11621583676279e+001dB,-4.30817005303971e+001°)
1.05253253253252e+005	(1.11407773573839e+001dB,-4.31762364237832e+001°)
1.05369369369368e+005	(1.11194532339056e+001dB,-4.32702971162896e+001°)
1.05485485485484e+005	(1.10981857810684e+001dB,-4.33638864337661e+001°)
1.05601601601600e+005	(1.10769747828198e+001dB,-4.34570081619839e+001°)
1.05717717717716e+005	(1.10558200232057e+001dB,-4.35496660471229e+001°)
1.05833833833833e+005	(1.10347212863976e+001dB,-4.36418637962537e+001°)
1.05949949949949e+005	(1.10136783567179e+001dB,-4.37336050778117e+001°)
1.06066066066065e+005	(1.09926910186646e+001dB,-4.38248935220666e+001°)
1.06182182182181e+005	(1.09717590569356e+001dB,-4.39157327215856e+001°)
1.06298298298297e+005	(1.09508822564520e+001dB,-4.40061262316893e+001°)
1.06414414414413e+005	(1.09300604023804e+001dB,-4.40960775709038e+001°)
1.06530530530529e+005	(1.09092932801547e+001dB,-4.41855902214052e+001°)
1.06646646646645e+005	(1.08885806754974e+001dB,-4.42746676294590e+001°)
1.06762762762761e+005	(1.08679223744402e+001dB,-4.43633132058542e+001°)
1.06878878878878e+005	(1.08473181633429e+001dB,-4.44515303263310e+001°)
1.06994994994994e+005	(1.08267678289137e+001dB,-4.45393223320034e+001°)
1.07111111111110e+005	(1.08062711582266e+001dB,-4.46266925297766e+001°)
1.07227227227226e+005	(1.07858279387399e+001dB,-4.47136441927576e+001°)
1.07343343343342e+005	(1.07654379583131e+001dB,-4.48001805606627e+001°)
1.07459459459458e+005	(1.07451010052239e+001dB,-4.48863048402176e+001°)
1.07575575575574e+005	(1.07248168681839e+001dB,-4.49720202055535e+001°)
1.07691691691690e+005	(1.07045853363544e+001dB,-4.50573297985975e+001°)
1.07807807807807e+005	(1.06844061993614e+001dB,-4.51422367294582e+001°)
1.07923923923923e+005	(1.06642792473098e+001dB,-4.52267440768063e+001°)
1.08040040040039e+005	(1.06442042707978e+001dB,-4.53108548882497e+001°)
1.08156156156155e+005	(1.06241810609300e+001dB,-4.53945721807048e+001°)
1.08272272272271e+005	(1.06042094093304e+001dB,-4.54778989407615e+001°)
1.08388388388387e+005	(1.05842891081553e+001dB,-4.55608381250450e+001°)
1.08504504504503e+005	(1.05644199501048e+001dB,-4.56433926605714e+001°)
1.08620620620619e+005	(1.05446017284347e+001dB,-4.57255654451000e+001°)
1.08736736736735e+005	(1.05248342369678e+001dB,-4.58073593474798e+001°)
1.08852852852852e+005	(1.05051172701042e+001dB,-4.58887772079924e+001°)
1.08968968968968e+005	(1.04854506228320e+001dB,-4.59698218386904e+001°)
1.09085085085084e+005	(1.04658340907374e+001dB,-4.60504960237301e+001°)
1.09201201201200e+005	(1.04462674700134e+001dB,-4.61308025197019e+001°)
1.09317317317316e+005	(1.04267505574700e+001dB,-4.62107440559546e+001°)
1.09433433433432e+005	(1.04072831505424e+001dB,-4.62903233349168e+001°)
1.09549549549548e+005	(1.03878650472994e+001dB,-4.63695430324127e+001°)
1.09665665665664e+005	(1.03684960464517e+001dB,-4.64484057979757e+001°)
1.09781781781780e+005	(1.03491759473595e+001dB,-4.65269142551557e+001°)
1.09897897897897e+005	(1.03299045500403e+001dB,-4.66050710018244e+001°)
1.10014014014013e+005	(1.03106816551751e+001dB,-4.66828786104754e+001°)
1.10130130130129e+005	(1.02915070641162e+001dB,-4.67603396285204e+001°)
1.10246246246245e+005	(1.02723805788930e+001dB,-4.68374565785826e+001°)
1.10362362362361e+005	(1.02533020022184e+001dB,-4.69142319587852e+001°)
1.10478478478477e+005	(1.02342711374945e+001dB,-4.69906682430363e+001°)
1.10594594594593e+005	(1.02152877888186e+001dB,-4.70667678813109e+001°)
1.10710710710709e+005	(1.01963517609883e+001dB,-4.71425332999282e+001°)
1.10826826826825e+005	(1.01774628595062e+001dB,-4.72179669018262e+001°)
1.10942942942942e+005	(1.01586208905855e+001dB,-4.72930710668316e+001°)
1.11059059059058e+005	(1.01398256611537e+001dB,-4.73678481519278e+001°)
1.11175175175174e+005	(1.01210769788578e+001dB,-4.74423004915180e+001°)
1.11291291291290e+005	(1.01023746520674e+001dB,-4.75164303976857e+001°)
1.11407407407406e+005	(1.00837184898795e+001dB,-4.75902401604513e+001°)
1.11523523523522e+005	(1.00651083021213e+001dB,-4.76637320480259e+001°)
1.11639639639638e+005	(1.00465438993543e+001dB,-4.77369083070617e+001°)
1.11755755755754e+005	(1.00280250928770e+001dB,-4.78097711628985e+001°)
1.11871871871871e+005	(1.00095516947280e+001dB,-4.78823228198083e+001°)
1.11987987987987e+005	(9.99112351768897e+000dB,-4.79545654612355e+001°)
1.12104104104103e+005	(9.97274037528712e+000dB,-4.80265012500347e+001°)
1.12220220220219e+005	(9.95440208179758e+000dB,-4.80981323287052e+001°)
1.12336336336335e+005	(9.93610845224564e+000dB,-4.81694608196227e+001°)
1.12452452452451e+005	(9.91785930240877e+000dB,-4.82404888252678e+001°)
1.12568568568567e+005	(9.89965444881863e+000dB,-4.83112184284516e+001°)
1.12684684684683e+005	(9.88149370876258e+000dB,-4.83816516925382e+001°)
1.12800800800799e+005	(9.86337690028533e+000dB,-4.84517906616654e+001°)
1.12916916916916e+005	(9.84530384219036e+000dB,-4.85216373609607e+001°)
1.13033033033032e+005	(9.82727435404103e+000dB,-4.85911937967565e+001°)
1.13149149149148e+005	(9.80928825616174e+000dB,-4.86604619568012e+001°)
1.13265265265264e+005	(9.79134536963890e+000dB,-4.87294438104680e+001°)
1.13381381381380e+005	(9.77344551632161e+000dB,-4.87981413089614e+001°)
1.13497497497496e+005	(9.75558851882242e+000dB,-4.88665563855207e+001°)
1.13613613613612e+005	(9.73777420051783e+000dB,-4.89346909556206e+001°)
1.13729729729728e+005	(9.72000238554866e+000dB,-4.90025469171702e+001°)
1.13845845845844e+005	(9.70227289882039e+000dB,-4.90701261507083e+001°)
1.13961961961961e+005	(9.68458556600318e+000dB,-4.91374305195975e+001°)
1.14078078078077e+005	(9.66694021353209e+000dB,-4.92044618702142e+001°)
1.14194194194193e+005	(9.64933666860686e+000dB,-4.92712220321382e+001°)
1.14310310310309e+005	(9.63177475919177e+000dB,-4.93377128183380e+001°)
1.14426426426425e+005	(9.61425431401538e+000dB,-4.94039360253550e+001°)
1.14542542542541e+005	(9.59677516257004e+000dB,-4.94698934334851e+001°)
1.14658658658657e+005	(9.57933713511152e+000dB,-4.95355868069573e+001°)
1.14774774774773e+005	(9.56194006265829e+000dB,-4.96010178941113e+001°)
1.14890890890889e+005	(9.54458377699095e+000dB,-4.96661884275717e+001°)
1.15007007007006e+005	(9.52726811065131e+000dB,-4.97311001244209e+001°)
1.15123123123122e+005	(9.50999289694169e+000dB,-4.97957546863688e+001°)
1.15239239239238e+005	(9.49275796992381e+000dB,-4.98601537999219e+001°)
1.15355355355354e+005	(9.47556316441786e+000dB,-4.99242991365485e+001°)
1.15471471471470e+005	(9.45840831600135e+000dB,-4.99881923528433e+001°)
1.15587587587586e+005	(9.44129326100788e+000dB,-5.00518350906890e+001°)
1.15703703703702e+005	(9.42421783652596e+000dB,-5.01152289774165e+001°)
1.15819819819818e+005	(9.40718188039755e+000dB,-5.01783756259625e+001°)
1.15935935935935e+005	(9.39018523121680e+000dB,-5.02412766350258e+001°)
1.16052052052051e+005	(9.37322772832842e+000dB,-5.03039335892212e+001°)
1.16168168168167e+005	(9.35630921182624e+000dB,-5.03663480592315e+001°)
1.16284284284283e+005	(9.33942952255156e+000dB,-5.04285216019578e+001°)
1.16400400400399e+005	(9.32258850209150e+000dB,-5.04904557606679e+001°)
1.16516516516515e+005	(9.30578599277728e+000dB,-5.05521520651427e+001°)
1.16632632632631e+005	(9.28902183768239e+000dB,-5.06136120318210e+001°)
1.16748748748747e+005	(9.27229588062084e+000dB,-5.06748371639423e+001°)
1.16864864864863e+005	(9.25560796614516e+000dB,-5.07358289516884e+001°)
1.16980980980980e+005	(9.23895793954455e+000dB,-5.07965888723218e+001°)
1.17097097097096e+005	(9.22234564684288e+000dB,-5.08571183903244e+001°)
1.17213213213212e+005	(9.20577093479657e+000dB,-5.09174189575332e+001°)
1.17329329329328e+005	(9.18923365089260e+000dB,-5.09774920132744e+001°)
1.17445445445444e+005	(9.17273364334635e+000dB,-5.10373389844962e+001°)
1.17561561561560e+005	(9.15627076109943e+000dB,-5.10969612858999e+001°)
1.17677677677676e+005	(9.13984485381745e+000dB,-5.11563603200693e+001°)
1.17793793793792e+005	(9.12345577188780e+000dB,-5.12155374775987e+001°)
1.17909909909908e+005	(9.10710336641739e+000dB,-5.12744941372189e+001°)
1.18026026026025e+005	(9.09078748923021e+000dB,-5.13332316659223e+001°)
1.18142142142141e+005	(9.07450799286513e+000dB,-5.13917514190861e+001°)
1.18258258258257e+005	(9.05826473057339e+000dB,-5.14500547405938e+001°)
1.18374374374373e+005	(9.04205755631626e+000dB,-5.15081429629555e+001°)
1.18490490490489e+005	(9.02588632476249e+000dB,-5.15660174074271e+001°)
1.18606606606605e+005	(9.00975089128594e+000dB,-5.16236793841273e+001°)
1.18722722722721e+005	(8.99365111196302e+000dB,-5.16811301921536e+001°)
1.18838838838837e+005	(8.97758684357011e+000dB,-5.17383711196969e+001°)
1.18954954954953e+005	(8.96155794358105e+000dB,-5.17954034441548e+001°)
1.19071071071070e+005	(8.94556427016458e+000dB,-5.18522284322433e+001°)
1.19187187187186e+005	(8.92960568218166e+000dB,-5.19088473401070e+001°)
1.19303303303302e+005	(8.91368203918287e+000dB,-5.19652614134287e+001°)
1.19419419419418e+005	(8.89779320140580e+000dB,-5.20214718875370e+001°)
1.19535535535534e+005	(8.88193902977227e+000dB,-5.20774799875127e+001°)
1.19651651651650e+005	(8.86611938588579e+000dB,-5.21332869282944e+001°)
1.19767767767766e+005	(8.85033413202870e+000dB,-5.21888939147820e+001°)
1.19883883883882e+005	(8.83458313115955e+000dB,-5.22443021419400e+001°)
1.20000000000000e+005	(8.81886624691010e+000dB,-5.22995127948994e+001°)
