Freq.	V(Vout+,Vout-)
Step Information: Rl=4  (Run: 1/7)
2.83383383383381e+005	(-4.10445976389917e+001dB,-8.58059339260485e+001°)
2.83583583583581e+005	(-4.10604210172378e+001dB,-8.58112703876386e+001°)
2.83783783783781e+005	(-4.10762141290981e+001dB,-8.58165915822342e+001°)
2.83983983983981e+005	(-4.10919770790718e+001dB,-8.58218975781614e+001°)
2.84184184184182e+005	(-4.11077099711519e+001dB,-8.58271884433330e+001°)
2.84384384384382e+005	(-4.11234129088275e+001dB,-8.58324642452518e+001°)
2.84584584584582e+005	(-4.11390859950874e+001dB,-8.58377250510132e+001°)
2.84784784784782e+005	(-4.11547293324232e+001dB,-8.58429709273088e+001°)
2.84984984984982e+005	(-4.11703430228323e+001dB,-8.58482019404292e+001°)
2.85185185185182e+005	(-4.11859271678211e+001dB,-8.58534181562669e+001°)
2.85385385385383e+005	(-4.12014818684078e+001dB,-8.58586196403195e+001°)
2.85585585585583e+005	(-4.12170072251256e+001dB,-8.58638064576930e+001°)
2.85785785785783e+005	(-4.12325033380256e+001dB,-8.58689786731040e+001°)
2.85985985985983e+005	(-4.12479703066800e+001dB,-8.58741363508829e+001°)
2.86186186186183e+005	(-4.12634082301848e+001dB,-8.58792795549774e+001°)
2.86386386386384e+005	(-4.12788172071628e+001dB,-8.58844083489544e+001°)
2.86586586586584e+005	(-4.12941973357666e+001dB,-8.58895227960035e+001°)
2.86786786786784e+005	(-4.13095487136813e+001dB,-8.58946229589396e+001°)
2.86986986986984e+005	(-4.13248714381275e+001dB,-8.58997089002056e+001°)
2.87187187187184e+005	(-4.13401656058644e+001dB,-8.59047806818754e+001°)
2.87387387387385e+005	(-4.13554313131919e+001dB,-8.59098383656565e+001°)
2.87587587587585e+005	(-4.13706686559542e+001dB,-8.59148820128926e+001°)
2.87787787787785e+005	(-4.13858777295420e+001dB,-8.59199116845666e+001°)
2.87987987987985e+005	(-4.14010586288958e+001dB,-8.59249274413030e+001°)
2.88188188188185e+005	(-4.14162114485079e+001dB,-8.59299293433706e+001°)
2.88388388388386e+005	(-4.14313362824259e+001dB,-8.59349174506852e+001°)
2.88588588588586e+005	(-4.14464332242549e+001dB,-8.59398918228121e+001°)
2.88788788788786e+005	(-4.14615023671603e+001dB,-8.59448525189687e+001°)
2.88988988988986e+005	(-4.14765438038705e+001dB,-8.59497995980272e+001°)
2.89189189189186e+005	(-4.14915576266796e+001dB,-8.59547331185169e+001°)
2.89389389389387e+005	(-4.15065439274497e+001dB,-8.59596531386268e+001°)
2.89589589589587e+005	(-4.15215027976140e+001dB,-8.59645597162083e+001°)
2.89789789789787e+005	(-4.15364343281790e+001dB,-8.59694529087770e+001°)
2.89989989989987e+005	(-4.15513386097273e+001dB,-8.59743327735162e+001°)
2.90190190190187e+005	(-4.15662157324196e+001dB,-8.59791993672781e+001°)
2.90390390390388e+005	(-4.15810657859983e+001dB,-8.59840527465874e+001°)
2.90590590590588e+005	(-4.15958888597887e+001dB,-8.59888929676427e+001°)
2.90790790790788e+005	(-4.16106850427026e+001dB,-8.59937200863194e+001°)
2.90990990990988e+005	(-4.16254544232400e+001dB,-8.59985341581718e+001°)
2.91191191191188e+005	(-4.16401970894920e+001dB,-8.60033352384357e+001°)
2.91391391391389e+005	(-4.16549131291432e+001dB,-8.60081233820302e+001°)
2.91591591591589e+005	(-4.16696026294736e+001dB,-8.60128986435607e+001°)
2.91791791791789e+005	(-4.16842656773618e+001dB,-8.60176610773203e+001°)
2.91991991991989e+005	(-4.16989023592868e+001dB,-8.60224107372927e+001°)
2.92192192192189e+005	(-4.17135127613306e+001dB,-8.60271476771542e+001°)
2.92392392392390e+005	(-4.17280969691803e+001dB,-8.60318719502759e+001°)
2.92592592592590e+005	(-4.17426550681308e+001dB,-8.60365836097258e+001°)
2.92792792792790e+005	(-4.17571871430870e+001dB,-8.60412827082710e+001°)
2.92992992992990e+005	(-4.17716932785657e+001dB,-8.60459692983800e+001°)
2.93193193193190e+005	(-4.17861735586984e+001dB,-8.60506434322245e+001°)
2.93393393393391e+005	(-4.18006280672334e+001dB,-8.60553051616820e+001°)
2.93593593593591e+005	(-4.18150568875379e+001dB,-8.60599545383374e+001°)
2.93793793793791e+005	(-4.18294601026004e+001dB,-8.60645916134852e+001°)
2.93993993993991e+005	(-4.18438377950327e+001dB,-8.60692164381318e+001°)
2.94194194194191e+005	(-4.18581900470724e+001dB,-8.60738290629972e+001°)
2.94394394394392e+005	(-4.18725169405848e+001dB,-8.60784295385173e+001°)
2.94594594594592e+005	(-4.18868185570654e+001dB,-8.60830179148457e+001°)
2.94794794794792e+005	(-4.19010949776415e+001dB,-8.60875942418558e+001°)
2.94994994994992e+005	(-4.19153462830750e+001dB,-8.60921585691426e+001°)
2.95195195195192e+005	(-4.19295725537639e+001dB,-8.60967109460249e+001°)
2.95395395395393e+005	(-4.19437738697450e+001dB,-8.61012514215471e+001°)
2.95595595595593e+005	(-4.19579503106955e+001dB,-8.61057800444811e+001°)
2.95795795795793e+005	(-4.19721019559353e+001dB,-8.61102968633282e+001°)
2.95995995995993e+005	(-4.19862288844289e+001dB,-8.61148019263211e+001°)
2.96196196196193e+005	(-4.20003311747878e+001dB,-8.61192952814255e+001°)
2.96396396396394e+005	(-4.20144089052722e+001dB,-8.61237769763424e+001°)
2.96596596596594e+005	(-4.20284621537931e+001dB,-8.61282470585095e+001°)
2.96796796796794e+005	(-4.20424909979143e+001dB,-8.61327055751032e+001°)
2.96996996996994e+005	(-4.20564955148545e+001dB,-8.61371525730406e+001°)
2.97197197197194e+005	(-4.20704757814891e+001dB,-8.61415880989807e+001°)
2.97397397397395e+005	(-4.20844318743522e+001dB,-8.61460121993271e+001°)
2.97597597597595e+005	(-4.20983638696387e+001dB,-8.61504249202289e+001°)
2.97797797797795e+005	(-4.21122718432061e+001dB,-8.61548263075829e+001°)
2.97997997997995e+005	(-4.21261558705765e+001dB,-8.61592164070351e+001°)
2.98198198198195e+005	(-4.21400160269383e+001dB,-8.61635952639828e+001°)
2.98398398398396e+005	(-4.21538523871484e+001dB,-8.61679629235759e+001°)
2.98598598598596e+005	(-4.21676650257338e+001dB,-8.61723194307187e+001°)
2.98798798798796e+005	(-4.21814540168938e+001dB,-8.61766648300718e+001°)
2.98998998998996e+005	(-4.21952194345013e+001dB,-8.61809991660534e+001°)
2.99199199199196e+005	(-4.22089613521053e+001dB,-8.61853224828412e+001°)
2.99399399399397e+005	(-4.22226798429323e+001dB,-8.61896348243741e+001°)
2.99599599599597e+005	(-4.22363749798883e+001dB,-8.61939362343536e+001°)
2.99799799799797e+005	(-4.22500468355604e+001dB,-8.61982267562455e+001°)
3.00000000000000e+005	(-4.22636954822191e+001dB,-8.62025064332816e+001°)
Step Information: Rl=8  (Run: 3/7)
1.00000000000000e+005	(-3.93245124660432e+001dB,-9.88515402209497e+001°)
1.00200200200200e+005	(-3.92169761693548e+001dB,-9.88978920235901e+001°)
1.00400400400400e+005	(-3.91092541243630e+001dB,-9.89446047730180e+001°)
1.00600600600601e+005	(-3.90013436769932e+001dB,-9.89916829921959e+001°)
1.00800800800801e+005	(-3.88932421480209e+001dB,-9.90391312798035e+001°)
1.01001001001001e+005	(-3.87849468326020e+001dB,-9.90869543118445e+001°)
1.01201201201201e+005	(-3.86764549997929e+001dB,-9.91351568432946e+001°)
1.01401401401401e+005	(-3.85677638920622e+001dB,-9.91837437097929e+001°)
1.01601601601602e+005	(-3.84588707247923e+001dB,-9.92327198293760e+001°)
1.01801801801802e+005	(-3.83497726857721e+001dB,-9.92820902042582e+001°)
1.02002002002002e+005	(-3.82404669346786e+001dB,-9.93318599226583e+001°)
1.02202202202202e+005	(-3.81309506025491e+001dB,-9.93820341606742e+001°)
1.02402402402402e+005	(-3.80212207912427e+001dB,-9.94326181842066e+001°)
1.02602602602603e+005	(-3.79112745728909e+001dB,-9.94836173509350e+001°)
1.02802802802803e+005	(-3.78011089893375e+001dB,-9.95350371123455e+001°)
1.03003003003003e+005	(-3.76907210515664e+001dB,-9.95868830158129e+001°)
1.03203203203203e+005	(-3.75801077391189e+001dB,-9.96391607067392e+001°)
1.03403403403403e+005	(-3.74692659994978e+001dB,-9.96918759307500e+001°)
1.03603603603604e+005	(-3.73581927475607e+001dB,-9.97450345359505e+001°)
1.03803803803804e+005	(-3.72468848648995e+001dB,-9.97986424752428e+001°)
1.04004004004004e+005	(-3.71353391992075e+001dB,-9.98527058087072e+001°)
1.04204204204204e+005	(-3.70235525636335e+001dB,-9.99072307060487e+001°)
1.04404404404404e+005	(-3.69115217361217e+001dB,-9.99622234491121e+001°)
1.04604604604605e+005	(-3.67992434587389e+001dB,-1.00017690434466e+002°)
1.04804804804805e+005	(-3.66867144369854e+001dB,-1.00073638176059e+002°)
1.05005005005005e+005	(-3.65739313390934e+001dB,-1.00130073307952e+002°)
1.05205205205205e+005	(-3.64608907953089e+001dB,-1.00187002587127e+002°)
1.05405405405405e+005	(-3.63475893971584e+001dB,-1.00244432896376e+002°)
1.05605605605606e+005	(-3.62340236967001e+001dB,-1.00302371247266e+002°)
1.05805805805806e+005	(-3.61201902057582e+001dB,-1.00360824783203e+002°)
1.06006006006006e+005	(-3.60060853951412e+001dB,-1.00419800782571e+002°)
1.06206206206206e+005	(-3.58917056938419e+001dB,-1.00479306661966e+002°)
1.06406406406406e+005	(-3.57770474882209e+001dB,-1.00539349979526e+002°)
1.06606606606607e+005	(-3.56621071211709e+001dB,-1.00599938438357e+002°)
1.06806806806807e+005	(-3.55468808912631e+001dB,-1.00661079890060e+002°)
1.07007007007007e+005	(-3.54313650518735e+001dB,-1.00722782338361e+002°)
1.07207207207207e+005	(-3.53155558102908e+001dB,-1.00785053942849e+002°)
1.07407407407407e+005	(-3.51994493268027e+001dB,-1.00847903022826e+002°)
1.07607607607608e+005	(-3.50830417137619e+001dB,-1.00911338061275e+002°)
1.07807807807808e+005	(-3.49663290346310e+001dB,-1.00975367708941e+002°)
1.08008008008008e+005	(-3.48493073030048e+001dB,-1.01040000788542e+002°)
1.08208208208208e+005	(-3.47319724816104e+001dB,-1.01105246299106e+002°)
1.08408408408408e+005	(-3.46143204812836e+001dB,-1.01171113420438e+002°)
1.08608608608608e+005	(-3.44963471599218e+001dB,-1.01237611517730e+002°)
1.08808808808809e+005	(-3.43780483214119e+001dB,-1.01304750146310e+002°)
1.09009009009009e+005	(-3.42594197145332e+001dB,-1.01372539056538e+002°)
1.09209209209209e+005	(-3.41404570318337e+001dB,-1.01440988198858e+002°)
1.09409409409409e+005	(-3.40211559084804e+001dB,-1.01510107729005e+002°)
1.09609609609609e+005	(-3.39015119210813e+001dB,-1.01579908013381e+002°)
1.09809809809810e+005	(-3.37815205864791e+001dB,-1.01650399634599e+002°)
1.10010010010010e+005	(-3.36611773605163e+001dB,-1.01721593397207e+002°)
1.10210210210210e+005	(-3.35404776367695e+001dB,-1.01793500333586e+002°)
1.10410410410410e+005	(-3.34194167452531e+001dB,-1.01866131710058e+002°)
1.10610610610610e+005	(-3.32979899510912e+001dB,-1.01939499033169e+002°)
1.10810810810811e+005	(-3.31761924531564e+001dB,-1.02013614056199e+002°)
1.11011011011011e+005	(-3.30540193826752e+001dB,-1.02088488785866e+002°)
1.11211211211211e+005	(-3.29314658017986e+001dB,-1.02164135489271e+002°)
1.11411411411411e+005	(-3.28085267021362e+001dB,-1.02240566701057e+002°)
1.11611611611611e+005	(-3.26851970032547e+001dB,-1.02317795230816e+002°)
1.11811811811812e+005	(-3.25614715511372e+001dB,-1.02395834170743e+002°)
1.12012012012012e+005	(-3.24373451166040e+001dB,-1.02474696903552e+002°)
1.12212212212212e+005	(-3.23128123936926e+001dB,-1.02554397110652e+002°)
1.12412412412412e+005	(-3.21878679979973e+001dB,-1.02634948780614e+002°)
1.12612612612612e+005	(-3.20625064649642e+001dB,-1.02716366217918e+002°)
1.12812812812813e+005	(-3.19367222481438e+001dB,-1.02798664052015e+002°)
1.13013013013013e+005	(-3.18105097173969e+001dB,-1.02881857246690e+002°)
1.13213213213213e+005	(-3.16838631570544e+001dB,-1.02965961109766e+002°)
1.13413413413413e+005	(-3.15567767640285e+001dB,-1.03050991303143e+002°)
1.13613613613613e+005	(-3.14292446458739e+001dB,-1.03136963853191e+002°)
1.13813813813814e+005	(-3.13012608187980e+001dB,-1.03223895161518e+002°)
1.14014014014014e+005	(-3.11728192056178e+001dB,-1.03311802016124e+002°)
1.14214214214214e+005	(-3.10439136336628e+001dB,-1.03400701602950e+002°)
1.14414414414414e+005	(-3.09145378326205e+001dB,-1.03490611517858e+002°)
1.14614614614614e+005	(-3.07846854323250e+001dB,-1.03581549779041e+002°)
1.14814814814815e+005	(-3.06543499604848e+001dB,-1.03673534839887e+002°)
1.15015015015015e+005	(-3.05235248403492e+001dB,-1.03766585602325e+002°)
1.15215215215215e+005	(-3.03922033883108e+001dB,-1.03860721430664e+002°)
1.15415415415415e+005	(-3.02603788114423e+001dB,-1.03955962165951e+002°)
1.15615615615615e+005	(-3.01280442049652e+001dB,-1.04052328140873e+002°)
1.15815815815816e+005	(-2.99951925496486e+001dB,-1.04149840195214e+002°)
1.16016016016016e+005	(-2.98618167091356e+001dB,-1.04248519691917e+002°)
1.16216216216216e+005	(-2.97279094271951e+001dB,-1.04348388533750e+002°)
1.16416416416416e+005	(-2.95934633248965e+001dB,-1.04449469180624e+002°)
1.16616616616616e+005	(-2.94584708977053e+001dB,-1.04551784667582e+002°)
1.16816816816817e+005	(-2.93229245124957e+001dB,-1.04655358623493e+002°)
1.17017017017017e+005	(-2.91868164044797e+001dB,-1.04760215290483e+002°)
1.17217217217217e+005	(-2.90501386740475e+001dB,-1.04866379544137e+002°)
1.17417417417417e+005	(-2.89128832835187e+001dB,-1.04973876914512e+002°)
1.17617617617617e+005	(-2.87750420537995e+001dB,-1.05082733607986e+002°)
1.17817817817818e+005	(-2.86366066609440e+001dB,-1.05192976530002e+002°)
1.18018018018018e+005	(-2.84975686326159e+001dB,-1.05304633308736e+002°)
1.18218218218218e+005	(-2.83579193444482e+001dB,-1.05417732319730e+002°)
1.18418418418418e+005	(-2.82176500162961e+001dB,-1.05532302711555e+002°)
1.18618618618618e+005	(-2.80767517083810e+001dB,-1.05648374432527e+002°)
1.18818818818819e+005	(-2.79352153173216e+001dB,-1.05765978258562e+002°)
1.19019019019019e+005	(-2.77930315720486e+001dB,-1.05885145822184e+002°)
1.19219219219219e+005	(-2.76501910295981e+001dB,-1.06005909642784e+002°)
1.19419419419419e+005	(-2.75066840707825e+001dB,-1.06128303158161e+002°)
1.19619619619619e+005	(-2.73625008957308e+001dB,-1.06252360757432e+002°)
1.19819819819820e+005	(-2.72176315192991e+001dB,-1.06378117815364e+002°)
1.20020020020020e+005	(-2.70720657663421e+001dB,-1.06505610728205e+002°)
1.20220220220220e+005	(-2.69257932668453e+001dB,-1.06634876951099e+002°)
1.20420420420420e+005	(-2.67788034509110e+001dB,-1.06765955037156e+002°)
1.20620620620620e+005	(-2.66310855435941e+001dB,-1.06898884678264e+002°)
1.20820820820821e+005	(-2.64826285595832e+001dB,-1.07033706747745e+002°)
1.21021021021021e+005	(-2.63334212977227e+001dB,-1.07170463344934e+002°)
1.21221221221221e+005	(-2.61834523353688e+001dB,-1.07309197841802e+002°)
1.21421421421421e+005	(-2.60327100225777e+001dB,-1.07449954931721e+002°)
1.21621621621621e+005	(-2.58811824761168e+001dB,-1.07592780680481e+002°)
1.21821821821822e+005	(-2.57288575732979e+001dB,-1.07737722579698e+002°)
1.22022022022022e+005	(-2.55757229456234e+001dB,-1.07884829602732e+002°)
1.22222222222222e+005	(-2.54217659722420e+001dB,-1.08034152263249e+002°)
1.22422422422422e+005	(-2.52669737732081e+001dB,-1.08185742676585e+002°)
1.22622622622622e+005	(-2.51113332025388e+001dB,-1.08339654624058e+002°)
1.22822822822822e+005	(-2.49548308410638e+001dB,-1.08495943620404e+002°)
1.23023023023023e+005	(-2.47974529890611e+001dB,-1.08654666984499e+002°)
1.23223223223223e+005	(-2.46391856586743e+001dB,-1.08815883913566e+002°)
1.23423423423423e+005	(-2.44800145661055e+001dB,-1.08979655561068e+002°)
1.23623623623623e+005	(-2.43199251235776e+001dB,-1.09146045118491e+002°)
1.23823823823823e+005	(-2.41589024310609e+001dB,-1.09315117901244e+002°)
1.24024024024024e+005	(-2.39969312677590e+001dB,-1.09486941438929e+002°)
1.24224224224224e+005	(-2.38339960833484e+001dB,-1.09661585570230e+002°)
1.24424424424424e+005	(-2.36700809889673e+001dB,-1.09839122542692e+002°)
1.24624624624624e+005	(-2.35051697479477e+001dB,-1.10019627117695e+002°)
1.24824824824824e+005	(-2.33392457662888e+001dB,-1.10203176680922e+002°)
1.25025025025025e+005	(-2.31722920828651e+001dB,-1.10389851358675e+002°)
1.25225225225225e+005	(-2.30042913593682e+001dB,-1.10579734140374e+002°)
1.25425425425425e+005	(-2.28352258699786e+001dB,-1.10772911007635e+002°)
1.25625625625625e+005	(-2.26650774907649e+001dB,-1.10969471070341e+002°)
1.25825825825825e+005	(-2.24938276888111e+001dB,-1.11169506710120e+002°)
1.26026026026026e+005	(-2.23214575110706e+001dB,-1.11373113731731e+002°)
1.26226226226226e+005	(-2.21479475729484e+001dB,-1.11580391522826e+002°)
1.26426426426426e+005	(-2.19732780466150e+001dB,-1.11791443222653e+002°)
1.26626626626626e+005	(-2.17974286490549e+001dB,-1.12006375900251e+002°)
1.26826826826826e+005	(-2.16203786298580e+001dB,-1.12225300742778e+002°)
1.27027027027027e+005	(-2.14421067587599e+001dB,-1.12448333254611e+002°)
1.27227227227227e+005	(-2.12625913129447e+001dB,-1.12675593467940e+002°)
1.27427427427427e+005	(-2.10818100641219e+001dB,-1.12907206165622e+002°)
1.27627627627627e+005	(-2.08997402653971e+001dB,-1.13143301117089e+002°)
1.27827827827827e+005	(-2.07163586379559e+001dB,-1.13384013328223e+002°)
1.28028028028028e+005	(-2.05316413575875e+001dB,-1.13629483306110e+002°)
1.28228228228228e+005	(-2.03455640410793e+001dB,-1.13879857339699e+002°)
1.28428428428428e+005	(-2.01581017325180e+001dB,-1.14135287797462e+002°)
1.28628628628628e+005	(-1.99692288895412e+001dB,-1.14395933443212e+002°)
1.28828828828828e+005	(-1.97789193695909e+001dB,-1.14661959771346e+002°)
1.29029029029029e+005	(-1.95871464162270e+001dB,-1.14933539362874e+002°)
1.29229229229229e+005	(-1.93938826455714e+001dB,-1.15210852263672e+002°)
1.29429429429429e+005	(-1.91991000329639e+001dB,-1.15494086386558e+002°)
1.29629629629629e+005	(-1.90027698999215e+001dB,-1.15783437938842e+002°)
1.29829829829829e+005	(-1.88048629015123e+001dB,-1.16079111877205e+002°)
1.30030030030030e+005	(-1.86053490142665e+001dB,-1.16381322391828e+002°)
1.30230230230230e+005	(-1.84041975247704e+001dB,-1.16690293421897e+002°)
1.30430430430430e+005	(-1.82013770191085e+001dB,-1.17006259204747e+002°)
1.30630630630630e+005	(-1.79968553733448e+001dB,-1.17329464861071e+002°)
1.30830830830830e+005	(-1.77905997452623e+001dB,-1.17660167018819e+002°)
1.31031031031031e+005	(-1.75825765676117e+001dB,-1.17998634478619e+002°)
1.31231231231231e+005	(-1.73727515431579e+001dB,-1.18345148923727e+002°)
1.31431431431431e+005	(-1.71610896418531e+001dB,-1.18700005677779e+002°)
1.31631631631631e+005	(-1.69475551005159e+001dB,-1.19063514513832e+002°)
1.31831831831831e+005	(-1.67321114254461e+001dB,-1.19436000518441e+002°)
1.32032032032032e+005	(-1.65147213984721e+001dB,-1.19817805014793e+002°)
1.32232232232232e+005	(-1.62953470869934e+001dB,-1.20209286549189e+002°)
1.32432432432432e+005	(-1.60739498586659e+001dB,-1.20610821945466e+002°)
1.32632632632632e+005	(-1.58504904014670e+001dB,-1.21022807432270e+002°)
1.32832832832832e+005	(-1.56249287499834e+001dB,-1.21445659848370e+002°)
1.33033033033033e+005	(-1.53972243188850e+001dB,-1.21879817931567e+002°)
1.33233233233233e+005	(-1.51673359446844e+001dB,-1.22325743697041e+002°)
1.33433433433433e+005	(-1.49352219370365e+001dB,-1.22783923911317e+002°)
1.33633633633633e+005	(-1.47008401410130e+001dB,-1.23254871668316e+002°)
1.33833833833833e+005	(-1.44641480119859e+001dB,-1.23739128074276e+002°)
1.34034034034034e+005	(-1.42251027049867e+001dB,-1.24237264048523e+002°)
1.34234234234234e+005	(-1.39836611806719e+001dB,-1.24749882247327e+002°)
1.34434434434434e+005	(-1.37397803303201e+001dB,-1.25277619118147e+002°)
1.34634634634634e+005	(-1.34934171226313e+001dB,-1.25821147091637e+002°)
1.34834834834834e+005	(-1.32445287754805e+001dB,-1.26381176918629e+002°)
1.35035035035035e+005	(-1.29930729562168e+001dB,-1.26958460159063e+002°)
1.35235235235235e+005	(-1.27390080145964e+001dB,-1.27553791829289e+002°)
1.35435435435435e+005	(-1.24822932529942e+001dB,-1.28168013213361e+002°)
1.35635635635635e+005	(-1.22228892391731e+001dB,-1.28802014842764e+002°)
1.35835835835835e+005	(-1.19607581675964e+001dB,-1.29456739647355e+002°)
1.36036036036036e+005	(-1.16958642760646e+001dB,-1.30133186278027e+002°)
1.36236236236236e+005	(-1.14281743253428e+001dB,-1.30832412598629e+002°)
1.36436436436436e+005	(-1.11576581504240e+001dB,-1.31555539340728e+002°)
1.36636636636636e+005	(-1.08842892931576e+001dB,-1.32303753909736e+002°)
1.36836836836836e+005	(-1.06080457271507e+001dB,-1.33078314324445e+002°)
1.37037037037037e+005	(-1.03289106871257e+001dB,-1.33880553263804e+002°)
1.37237237237237e+005	(-1.00468736162791e+001dB,-1.34711882184464e+002°)
1.37437437437437e+005	(-9.76193124660987e+000dB,-1.35573795459783e+002°)
1.37637637637637e+005	(-9.47408882864371e+000dB,-1.36467874475059e+002°)
1.37837837837837e+005	(-9.18336152841598e+000dB,-1.37395791594236e+002°)
1.38038038038037e+005	(-8.88977601092667e+000dB,-1.38359313889434e+002°)
1.38238238238238e+005	(-8.59337223043284e+000dB,-1.39360306495752e+002°)
1.38438438438438e+005	(-8.29420544876491e+000dB,-1.40400735418998e+002°)
1.38638638638638e+005	(-7.99234850314438e+000dB,-1.41482669582570e+002°)
1.38838838838838e+005	(-7.68789434449639e+000dB,-1.42608281850778e+002°)
1.39039039039038e+005	(-7.38095886565148e+000dB,-1.43779848708876e+002°)
1.39239239239239e+005	(-7.07168403570917e+000dB,-1.44999748214431e+002°)
1.39439439439439e+005	(-6.76024135165019e+000dB,-1.46270455760514e+002°)
1.39639639639639e+005	(-6.44683561040530e+000dB,-1.47594537109075e+002°)
1.39839839839839e+005	(-6.13170899323396e+000dB,-1.48974638064649e+002°)
1.40040040040039e+005	(-5.81514543856283e+000dB,-1.50413470067267e+002°)
1.40240240240240e+005	(-5.49747525839549e+000dB,-1.51913790894404e+002°)
1.40440440440440e+005	(-5.17907992603079e+000dB,-1.53478379582919e+002°)
1.40640640640640e+005	(-4.86039692816810e+000dB,-1.55110004624505e+002°)
1.40840840840840e+005	(-4.54192453183807e+000dB,-1.56811384467663e+002°)
1.41041041041040e+005	(-4.22422626573375e+000dB,-1.58585139395825e+002°)
1.41241241241241e+005	(-3.90793485702287e+000dB,-1.60433733969851e+002°)
1.41441441441441e+005	(-3.59375530040250e+000dB,-1.62359409453013e+002°)
1.41641641641641e+005	(-3.28246666958464e+000dB,-1.64364106009320e+002°)
1.41841841841841e+005	(-2.97492221838765e+000dB,-1.66449375012353e+002°)
1.42042042042041e+005	(-2.67204726768929e+000dB,-1.68616282545396e+002°)
1.42242242242242e+005	(-2.37483434706163e+000dB,-1.70865306123686e+002°)
1.42442442442442e+005	(-2.08433506991621e+000dB,-1.73196227809391e+002°)
1.42642642642642e+005	(-1.80164828383727e+000dB,-1.75608028166077e+002°)
1.42842842842842e+005	(-1.52790416820939e+000dB,-1.78098786810556e+002°)
1.43043043043042e+005	(-1.26424416005074e+000dB,1.79334403488287e+002°)
1.43243243243243e+005	(-1.01179687880887e+000dB,1.76695501346018e+002°)
1.43443443443443e+005	(-7.71650581799912e-001dB,1.73989551807464e+002°)
1.43643643643643e+005	(-5.44823087780839e-001dB,1.71222684252707e+002°)
1.43843843843843e+005	(-3.32230513280543e-001dB,1.68402066960655e+002°)
1.44044044044043e+005	(-1.34656516802378e-001dB,1.65535814592133e+002°)
1.44244244244244e+005	(4.72760246328952e-002dB,1.62632848232324e+002°)
1.44444444444444e+005	(2.13128932474896e-001dB,1.59702711619224e+002°)
1.44644644644644e+005	(3.62666431117786e-001dB,1.56755351301930e+002°)
1.44844844844844e+005	(4.95865224439526e-001dB,1.53800872136261e+002°)
1.45045045045044e+005	(6.12916107135553e-001dB,1.50849282158962e+002°)
1.45245245245245e+005	(7.14216967460843e-001dB,1.47910242043638e+002°)
1.45445445445445e+005	(8.00357751880649e-001dB,1.44992833830259e+002°)
1.45645645645645e+005	(8.72098596066045e-001dB,1.42105361524780e+002°)
1.45845845845845e+005	(9.30342797423139e-001dB,1.39255192843404e+002°)
1.46046046046045e+005	(9.76106561498145e-001dB,1.36448647365883e+002°)
1.46246246246246e+005	(1.01048748757747e+000dB,1.33690932259789e+002°)
1.46446446446446e+005	(1.03463359384200e+000dB,1.30986123074182e+002°)
1.46646646646646e+005	(1.04971437176441e+000dB,1.28337184253879e+002°)
1.46846846846846e+005	(1.05689496689008e+000dB,1.25746022179781e+002°)
1.47047047047046e+005	(1.05731417047572e+000dB,1.23213562698835e+002°)
1.47247247247247e+005	(1.05206652352826e+000dB,1.20739845133562e+002°)
1.47447447447447e+005	(1.04218851467675e+000dB,1.18324125440424e+002°)
1.47647647647647e+005	(1.02864861204463e+000dB,1.15964982280071e+002°)
1.47847847847847e+005	(1.01234070866252e+000dB,1.13660421051423e+002°)
1.48048048048047e+005	(9.94080472841686e-001dB,1.11407972250425e+002°)
1.48248248248248e+005	(9.74604065692666e-001dB,1.09204781721344e+002°)
1.48448448448448e+005	(9.54568702177967e-001dB,1.07047691402528e+002°)
1.48648648648648e+005	(9.34554575042769e-001dB,1.04933310000083e+002°)
1.48848848848848e+005	(9.15067720217958e-001dB,1.02858073652334e+002°)
1.49049049049048e+005	(8.96543468207817e-001dB,1.00818297094461e+002°)
1.49249249249249e+005	(8.79350191752893e-001dB,9.88102161252899e+001°)
1.49449449449449e+005	(8.63793121352423e-001dB,9.68300223486935e+001°)
1.49649649649649e+005	(8.50118054656891e-001dB,9.48738912410648e+001°)
1.49849849849849e+005	(8.38514832357656e-001dB,9.29380046105892e+001°)
1.50050050050049e+005	(8.29120492047480e-001dB,9.10185684857116e+001°)
1.50250250250250e+005	(8.22022043256204e-001dB,8.91118274163702e+001°)
1.50450450450450e+005	(8.17258832465367e-001dB,8.72140761049507e+001°)
1.50650650650650e+005	(8.14824487504954e-001dB,8.53216692133250e+001°)
1.50850850850850e+005	(8.14668447478157e-001dB,8.34310301233161e+001°)
1.51051051051050e+005	(8.16697098329136e-001dB,8.15386593635847e+001°)
1.51251251251251e+005	(8.20774546341901e-001dB,7.96411433571698e+001°)
1.51451451451451e+005	(8.26723073081655e-001dB,7.77351640901432e+001°)
1.51651651651651e+005	(8.34323326266490e-001dB,7.58175102510274e+001°)
1.51851851851851e+005	(8.43314312331061e-001dB,7.38850903397375e+001°)
1.52052052052051e+005	(8.53393268383523e-001dB,7.19349481897192e+001°)
1.52252252252251e+005	(8.64215504031580e-001dB,6.99642812829359e+001°)
1.52452452452452e+005	(8.75394317096824e-001dB,6.79704621588229e+001°)
1.52652652652652e+005	(8.86501101205285e-001dB,6.59510631195771e+001°)
1.52852852852852e+005	(8.97065776969377e-001dB,6.39038843092348e+001°)
1.53053053053052e+005	(9.06577690923894e-001dB,6.18269850877810e+001°)
