Freq.	V(Vout+,Vout-)
Step Information: Rl=4  (Run: 1/7)
1.26826826826826e+005	(-1.87782629333130e+001dB,-1.21269469589809e+002°)
1.27027027027027e+005	(-1.86120264438697e+001dB,-1.21552479447662e+002°)
1.27227227227227e+005	(-1.84448376594462e+001dB,-1.21840052945673e+002°)
1.27427427427427e+005	(-1.82766832942426e+001dB,-1.22132300268867e+002°)
1.27627627627627e+005	(-1.81075498652148e+001dB,-1.22429335090860e+002°)
1.27827827827827e+005	(-1.79374236910539e+001dB,-1.22731274708672e+002°)
1.28028028028028e+005	(-1.77662908914120e+001dB,-1.23038240183563e+002°)
1.28228228228228e+005	(-1.75941373864006e+001dB,-1.23350356488180e+002°)
1.28428428428428e+005	(-1.74209488963957e+001dB,-1.23667752660338e+002°)
1.28628628628628e+005	(-1.72467109421842e+001dB,-1.23990561963754e+002°)
1.28828828828828e+005	(-1.70714088454884e+001dB,-1.24318922056069e+002°)
1.29029029029029e+005	(-1.68950277299127e+001dB,-1.24652975164530e+002°)
1.29229229229229e+005	(-1.67175525223569e+001dB,-1.24992868269696e+002°)
1.29429429429429e+005	(-1.65389679549471e+001dB,-1.25338753297565e+002°)
1.29629629629629e+005	(-1.63592585675385e+001dB,-1.25690787320538e+002°)
1.29829829829829e+005	(-1.61784087108518e+001dB,-1.26049132767645e+002°)
1.30030030030030e+005	(-1.59964025503082e+001dB,-1.26413957644491e+002°)
1.30230230230230e+005	(-1.58132240706350e+001dB,-1.26785435763381e+002°)
1.30430430430430e+005	(-1.56288570813220e+001dB,-1.27163746984134e+002°)
1.30630630630630e+005	(-1.54432852230149e+001dB,-1.27549077466080e+002°)
1.30830830830830e+005	(-1.52564919749403e+001dB,-1.27941619931788e+002°)
1.31031031031031e+005	(-1.50684606634665e+001dB,-1.28341573943068e+002°)
1.31231231231231e+005	(-1.48791744719137e+001dB,-1.28749146189834e+002°)
1.31431431431431e+005	(-1.46886164517381e+001dB,-1.29164550792412e+002°)
1.31631631631631e+005	(-1.44967695352262e+001dB,-1.29588009617922e+002°)
1.31831831831831e+005	(-1.43036165498479e+001dB,-1.30019752611359e+002°)
1.32032032032032e+005	(-1.41091402344331e+001dB,-1.30460018142030e+002°)
1.32232232232232e+005	(-1.39133232573483e+001dB,-1.30909053366010e+002°)
1.32432432432432e+005	(-1.37161482368708e+001dB,-1.31367114605315e+002°)
1.32632632632632e+005	(-1.35175977639729e+001dB,-1.31834467744459e+002°)
1.32832832832832e+005	(-1.33176544277512e+001dB,-1.32311388645117e+002°)
1.33033033033033e+005	(-1.31163008437570e+001dB,-1.32798163579584e+002°)
1.33233233233233e+005	(-1.29135196855073e+001dB,-1.33295089683731e+002°)
1.33433433433433e+005	(-1.27092937194833e+001dB,-1.33802475430136e+002°)
1.33633633633633e+005	(-1.25036058439517e+001dB,-1.34320641122081e+002°)
1.33833833833833e+005	(-1.22964391319740e+001dB,-1.34849919409029e+002°)
1.34034034034034e+005	(-1.20877768790049e+001dB,-1.35390655824196e+002°)
1.34234234234234e+005	(-1.18776026555160e+001dB,-1.35943209344761e+002°)
1.34434434434434e+005	(-1.16659003651221e+001dB,-1.36507952975183e+002°)
1.34634634634634e+005	(-1.14526543087309e+001dB,-1.37085274354012e+002°)
1.34834834834834e+005	(-1.12378492552833e+001dB,-1.37675576384466e+002°)
1.35035035035035e+005	(-1.10214705197029e+001dB,-1.38279277888894e+002°)
1.35235235235235e+005	(-1.08035040487281e+001dB,-1.38896814287088e+002°)
1.35435435435435e+005	(-1.05839365153601e+001dB,-1.39528638298189e+002°)
1.35635635635635e+005	(-1.03627554227215e+001dB,-1.40175220665683e+002°)
1.35835835835835e+005	(-1.01399492181905e+001dB,-1.40837050904681e+002°)
1.36036036036036e+005	(-9.91550741874631e+000dB,-1.41514638070313e+002°)
1.36236236236236e+005	(-9.68942074853936e+000dB,-1.42208511545656e+002°)
1.36436436436436e+005	(-9.46168128977922e+000dB,-1.42919221847103e+002°)
1.36636636636636e+005	(-9.23228264812080e+000dB,-1.43647341444479e+002°)
1.36836836836836e+005	(-9.00122013381477e+000dB,-1.44393465592571e+002°)
1.37037037037037e+005	(-8.76849095998208e+000dB,-1.45158213169869e+002°)
1.37237237237237e+005	(-8.53409445946363e+000dB,-1.45942227519437e+002°)
1.37437437437437e+005	(-8.29803232179102e+000dB,-1.46746177285738e+002°)
1.37637637637637e+005	(-8.06030885191579e+000dB,-1.47570757239976e+002°)
1.37837837837837e+005	(-7.82093125242353e+000dB,-1.48416689085110e+002°)
1.38038038038037e+005	(-7.57990993104200e+000dB,-1.49284722230050e+002°)
1.38238238238238e+005	(-7.33725883532372e+000dB,-1.50175634520659e+002°)
1.38438438438438e+005	(-7.09299581644243e+000dB,-1.51090232913070e+002°)
1.38638638638638e+005	(-6.84714302407808e+000dB,-1.52029354072419e+002°)
1.38838838838838e+005	(-6.59972733437811e+000dB,-1.52993864877364e+002°)
1.39039039039038e+005	(-6.35078081295399e+000dB,-1.53984662807727e+002°)
1.39239239239239e+005	(-6.10034121480521e+000dB,-1.55002676189196e+002°)
1.39439439439439e+005	(-5.84845252293097e+000dB,-1.56048864265265e+002°)
1.39639639639639e+005	(-5.59516552719457e+000dB,-1.57124217062441e+002°)
1.39839839839839e+005	(-5.34053844471524e+000dB,-1.58229755010258e+002°)
1.40040040040039e+005	(-5.08463758267205e+000dB,-1.59366528272763e+002°)
1.40240240240240e+005	(-4.82753804388166e+000dB,-1.60535615742945e+002°)
1.40440440440440e+005	(-4.56932447484100e+000dB,-1.61738123646133e+002°)
1.40640640640640e+005	(-4.31009185507406e+000dB,-1.62975183692787e+002°)
1.40840840840840e+005	(-4.04994632556674e+000dB,-1.64247950715417e+002°)
1.41041041041040e+005	(-3.78900605277811e+000dB,-1.65557599718883e+002°)
1.41241241241241e+005	(-3.52740212315872e+000dB,-1.66905322268193e+002°)
1.41441441441441e+005	(-3.26527946124743e+000dB,-1.68292322133485e+002°)
1.41641641641641e+005	(-3.00279776224377e+000dB,-1.69719810108555e+002°)
1.41841841841841e+005	(-2.74013242743068e+000dB,-1.71188997917524e+002°)
1.42042042042041e+005	(-2.47747548795593e+000dB,-1.72701091124657e+002°)
1.42242242242242e+005	(-2.21503649926399e+000dB,-1.74257280965570e+002°)
1.42442442442442e+005	(-1.95304338493889e+000dB,-1.75858735024970e+002°)
1.42642642642642e+005	(-1.69174320491924e+000dB,-1.77506586697422e+002°)
1.42842842842842e+005	(-1.43140281907204e+000dB,-1.79201923384477e+002°)
1.43043043043042e+005	(-1.17230941309087e+000dB,1.79054226595328e+002°)
1.43243243243243e+005	(-9.14770849799151e-001dB,1.77260908376599e+002°)
1.43443443443443e+005	(-6.59115805427110e-001dB,1.75417256151825e+002°)
1.43643643643643e+005	(-4.05693647592071e-001dB,1.73522509918071e+002°)
1.43843843843843e+005	(-1.54874009902643e-001dB,1.71576033217178e+002°)
1.44044044044043e+005	(9.29539822600584e-002dB,1.69577331656915e+002°)
1.44244244244244e+005	(3.37382878704224e-001dB,1.67526071929268e+002°)
1.44444444444444e+005	(5.77988504174998e-001dB,1.65422100965733e+002°)
1.44644644644644e+005	(8.14332024255138e-001dB,1.63265464791130e+002°)
1.44844844844844e+005	(1.04596250095867e+000dB,1.61056426561329e+002°)
1.45045045045044e+005	(1.27241994833922e+000dB,1.58795483201727e+002°)
1.45245245245245e+005	(1.49323888180424e+000dB,1.56483380008582e+002°)
1.45445445445445e+005	(1.70795233501994e+000dB,1.54121122541514e+002°)
1.45645645645645e+005	(1.91609629588093e+000dB,1.51709985129622e+002°)
1.45845845845845e+005	(2.11721448893990e+000dB,1.49251515342494e+002°)
1.46046046046045e+005	(2.31086340724966e+000dB,1.46747533846121e+002°)
1.46246246246246e+005	(2.49661747339848e+000dB,1.44200129175408e+002°)
1.46446446446446e+005	(2.67407418948853e+000dB,1.41611647109484e+002°)
1.46646646646646e+005	(2.84285912086737e+000dB,1.38984674529354e+002°)
1.46846846846846e+005	(3.00263055041227e+000dB,1.36322017861588e+002°)
1.47047047047046e+005	(3.15308364059649e+000dB,1.33626676454386e+002°)
1.47247247247247e+005	(3.29395395038014e+000dB,1.30901811478070e+002°)
1.47447447447447e+005	(3.42502017338497e+000dB,1.28150711173075e+002°)
1.47647647647647e+005	(3.54610599219199e+000dB,1.25376753466714e+002°)
1.47847847847847e+005	(3.65708097944552e+000dB,1.22583367128876e+002°)
1.48048048048047e+005	(3.75786051749796e+000dB,1.19773992723050e+002°)
1.48248248248248e+005	(3.84840475176368e+000dB,1.16952044624769e+002°)
1.48448448448448e+005	(3.92871663568501e+000dB,1.14120875322529e+002°)
1.48648648648648e+005	(3.99883916420995e+000dB,1.11283743091022e+002°)
1.48848848848848e+005	(4.05885192528956e+000dB,1.08443783943171e+002°)
1.49049049049048e+005	(4.10886712310010e+000dB,1.05603988540816e+002°)
1.49249249249249e+005	(4.14902524127647e+000dB,1.02767184491573e+002°)
1.49449449449449e+005	(4.17949051907164e+000dB,9.99360241998098e+001°)
1.49649649649649e+005	(4.20044640852148e+000dB,9.71129781903164e+001°)
1.49849849849849e+005	(4.21209116757324e+000dB,9.43003335989588e+001°)
1.50050050050049e+005	(4.21463372439427e+000dB,9.15001973366033e+001°)
1.50250250250250e+005	(4.20828992365442e+000dB,8.87145032880473e+001°)
1.50450450450450e+005	(4.19327923846132e+000dB,8.59450228095120e+001°)
1.50650650650650e+005	(4.16982200369369e+000dB,8.31933777359290e+001°)
1.50850850850850e+005	(4.13813719934093e+000dB,8.04610550991382e+001°)
1.51051051051050e+005	(4.09844078740455e+000dB,7.77494227847606e+001°)
1.51251251251251e+005	(4.05094458388150e+000dB,7.50597454120594e+001°)
1.51451451451451e+005	(3.99585562891932e+000dB,7.23931998004354e+001°)
1.51651651651651e+005	(3.93337600369400e+000dB,6.97508894812209e+001°)
1.51851851851851e+005	(3.86370303195314e+000dB,6.71338578177238e+001°)
1.52052052052051e+005	(3.78702979733586e+000dB,6.45430994042446e+001°)
1.52252252252251e+005	(3.70354590424603e+000dB,6.19795695214102e+001°)
1.52452452452452e+005	(3.61343840984105e+000dB,5.94441915266002e+001°)
1.52652652652652e+005	(3.51689285718579e+000dB,5.69378621516356e+001°)
1.52852852852852e+005	(3.41409434435964e+000dB,5.44614547628224e+001°)
1.53053053053052e+005	(3.30522857084405e+000dB,5.20158207094679e+001°)
1.53253253253252e+005	(3.19048281040657e+000dB,4.96017889449551e+001°)
1.53453453453453e+005	(3.07004676850481e+000dB,4.72201641490336e+001°)
1.53653653653653e+005	(2.94411329154258e+000dB,4.48717236110173e+001°)
1.53853853853853e+005	(2.81287890473905e+000dB,4.25572131516042e+001°)
1.54054054054053e+005	(2.67654416456579e+000dB,4.02773423667798e+001°)
1.54254254254253e+005	(2.53531382035656e+000dB,3.80327794718958e+001°)
1.54454454454454e+005	(2.38939678754385e+000dB,3.58241460090129e+001°)
1.54654654654654e+005	(2.23900594181304e+000dB,3.36520116575314e+001°)
1.54854854854854e+005	(2.08435774915255e+000dB,3.15168893589251e+001°)
1.55055055055054e+005	(1.92567175122284e+000dB,2.94192309327774e+001°)
1.55255255255254e+005	(1.76316992865545e+000dB,2.73594233252768e+001°)
1.55455455455455e+005	(1.59707596684707e+000dB,2.53377855944619e+001°)
1.55655655655655e+005	(1.42761444962436e+000dB,2.33545667004877e+001°)
1.55855855855855e+005	(1.25501000593490e+000dB,2.14099441352585e+001°)
1.56056056056055e+005	(1.07948643362505e+000dB,1.95040233950418e+001°)
1.56256256256255e+005	(9.01265822559975e-001dB,1.76368382728891e+001°)
1.56456456456456e+005	(7.20567697001427e-001dB,1.58083519253231e+001°)
1.56656656656656e+005	(5.37608194456055e-001dB,1.40184586500319e+001°)
1.56856856856856e+005	(3.52599295301852e-001dB,1.22669862981861e+001°)
1.57057057057056e+005	(1.65748114535154e-001dB,1.05536992362709e+001°)
1.57257257257256e+005	(-2.27437359207556e-002dB,8.87830176759547e+000°)
1.57457457457457e+005	(-2.12680708648084e-001dB,7.24044192244222e+000°)
1.57657657657657e+005	(-4.03873802719345e-001dB,5.63971552758454e+000°)
1.57857857857857e+005	(-5.96140965271880e-001dB,4.07567047008068e+000°)
1.58058058058057e+005	(-7.89307413623165e-001dB,2.54781107625045e+000°)
1.58258258258257e+005	(-9.83205880467882e-001dB,1.05560253406551e+000°)
1.58458458458458e+005	(-1.17767678596987e+000dB,-4.01524704690876e-001°)
1.58658658658658e+005	(-1.37256834152983e+000dB,-1.82417059757895e+000°)
1.58858858858858e+005	(-1.56773659070048e+000dB,-3.21296130647121e+000°)
1.59059059059058e+005	(-1.76304539316165e+000dB,-4.56854515243946e+000°)
1.59259259259258e+005	(-1.95836635789407e+000dB,-5.89158876073378e+000°)
1.59459459459459e+005	(-2.15357873173501e+000dB,-7.18277341867470e+000°)
1.59659659659659e+005	(-2.34856924939439e+000dB,-8.44279166262227e+000°)
1.59859859859859e+005	(-2.54323195078830e+000dB,-9.67234410428107e+000°)
1.60060060060059e+005	(-2.73746797123821e+000dB,-1.08721365014580e+001°)
1.60260260260259e+005	(-2.93118530970857e+000dB,-1.20428770740080e+001°)
1.60460460460460e+005	(-3.12429857984437e+000dB,-1.31852740620439e+001°)
1.60660660660660e+005	(-3.31672874812912e+000dB,-1.43000335205030e+001°)
1.60860860860860e+005	(-3.50840286304284e+000dB,-1.53878573418008e+001°)
1.61061061061060e+005	(-3.69925377865583e+000dB,-1.64494414964866e+001°)
1.61261261261260e+005	(-3.88921987567044e+000dB,-1.74854744805026e+001°)
1.61461461461461e+005	(-4.07824478251536e+000dB,-1.84966359567357e+001°)
1.61661661661661e+005	(-4.26627709871808e+000dB,-1.94835955780216e+001°)
1.61861861861861e+005	(-4.45327012242973e+000dB,-2.04470119785163e+001°)
1.62062062062061e+005	(-4.63918158365489e+000dB,-2.13875319203573e+001°)
1.62262262262261e+005	(-4.82397338445037e+000dB,-2.23057895827482e+001°)
1.62462462462462e+005	(-5.00761134709625e+000dB,-2.32024059809581e+001°)
1.62662662662662e+005	(-5.19006497101418e+000dB,-2.40779885032160e+001°)
1.62862862862862e+005	(-5.37130719900474e+000dB,-2.49331305540414e+001°)
1.63063063063062e+005	(-5.55131419320255e+000dB,-2.57684112931905e+001°)
1.63263263263262e+005	(-5.73006512099486e+000dB,-2.65843954600571e+001°)
1.63463463463463e+005	(-5.90754195102241e+000dB,-2.73816332740551e+001°)
1.63663663663663e+005	(-6.08372925927208e+000dB,-2.81606604022012e+001°)
1.63863863863863e+005	(-6.25861404518032e+000dB,-2.89219979857932e+001°)
1.64064064064063e+005	(-6.43218555759280e+000dB,-2.96661527187459e+001°)
1.64264264264263e+005	(-6.60443513036461e+000dB,-3.03936169707887e+001°)
1.64464464464464e+005	(-6.77535602733834e+000dB,-3.11048689493325e+001°)
1.64664664664664e+005	(-6.94494329639983e+000dB,-3.18003728944023e+001°)
1.64864864864864e+005	(-7.11319363228381e+000dB,-3.24805793015627e+001°)
1.65065065065064e+005	(-7.28010524778242e+000dB,-3.31459251682844e+001°)
1.65265265265264e+005	(-7.44567775299557e+000dB,-3.37968342596585e+001°)
1.65465465465465e+005	(-7.60991204225582e+000dB,-3.44337173898111e+001°)
1.65665665665665e+005	(-7.77281018835744e+000dB,-3.50569727157672e+001°)
1.65865865865865e+005	(-7.93437534372062e+000dB,-3.56669860408802e+001°)
1.66066066066065e+005	(-8.09461164812649e+000dB,-3.62641311252816e+001°)
1.66266266266265e+005	(-8.25352414266586e+000dB,-3.68487700011086e+001°)
1.66466466466466e+005	(-8.41111868955355e+000dB,-3.74212532905464e+001°)
1.66666666666666e+005	(-8.56740189747078e+000dB,-3.79819205249703e+001°)
1.66866866866866e+005	(-8.72238105211054e+000dB,-3.85311004637026e+001°)
1.67067067067066e+005	(-8.87606405161297e+000dB,-3.90691114110973e+001°)
1.67267267267266e+005	(-9.02845934659140e+000dB,-3.95962615308532e+001°)
1.67467467467466e+005	(-9.17957588446311e+000dB,-4.01128491566147e+001°)
1.67667667667667e+005	(-9.32942305781302e+000dB,-4.06191630980684e+001°)
1.67867867867867e+005	(-9.47801065653162e+000dB,-4.11154829418718e+001°)
1.68068068068067e+005	(-9.62534882348267e+000dB,-4.16020793468643e+001°)
1.68268268268267e+005	(-9.77144801346873e+000dB,-4.20792143331141e+001°)
1.68468468468467e+005	(-9.91631895527628e+000dB,-4.25471415644430e+001°)
1.68668668668668e+005	(-1.00599726165944e+001dB,-4.30061066241526e+001°)
1.68868868868868e+005	(-1.02024201716132e+001dB,-4.34563472837406e+001°)
1.69069069069068e+005	(-1.03436729711191e+001dB,-4.38980937644603e+001°)
1.69269269269268e+005	(-1.04837425149170e+001dB,-4.43315689916283e+001°)
1.69469469469468e+005	(-1.06226404264174e+001dB,-4.47569888416283e+001°)
1.69669669669669e+005	(-1.07603784292400e+001dB,-4.51745623816053e+001°)
1.69869869869869e+005	(-1.08969683256907e+001dB,-4.55844921018689e+001°)
1.70070070070069e+005	(-1.10324219769822e+001dB,-4.59869741410644e+001°)
1.70270270270269e+005	(-1.11667512850737e+001dB,-4.63821985041843e+001°)
1.70470470470469e+005	(-1.12999681760163e+001dB,-4.67703492735237e+001°)
1.70670670670670e+005	(-1.14320845846946e+001dB,-4.71516048126929e+001°)
1.70870870870870e+005	(-1.15631124408662e+001dB,-4.75261379638183e+001°)
1.71071071071070e+005	(-1.16930636564044e+001dB,-4.78941162380745e+001°)
1.71271271271270e+005	(-1.18219501136584e+001dB,-4.82557019996988e+001°)
1.71471471471470e+005	(-1.19497836548474e+001dB,-4.86110526436478e+001°)
1.71671671671671e+005	(-1.20765760724156e+001dB,-4.89603207670587e+001°)
1.71871871871871e+005	(-1.22023391002766e+001dB,-4.93036543346862e+001°)
1.72072072072071e+005	(-1.23270844058809e+001dB,-4.96411968384849e+001°)
1.72272272272271e+005	(-1.24508235830469e+001dB,-4.99730874515087e+001°)
1.72472472472471e+005	(-1.25735681454974e+001dB,-5.02994611763024e+001°)
1.72672672672672e+005	(-1.26953295210504e+001dB,-5.06204489879558e+001°)
1.72872872872872e+005	(-1.28161190464130e+001dB,-5.09361779719927e+001°)
1.73073073073072e+005	(-1.29359479625350e+001dB,-5.12467714572644e+001°)
1.73273273273272e+005	(-1.30548274104779e+001dB,-5.15523491440140e+001°)
1.73473473473472e+005	(-1.31727684277613e+001dB,-5.18530272272767e+001°)
1.73673673673673e+005	(-1.32897819451494e+001dB,-5.21489185157762e+001°)
1.73873873873873e+005	(-1.34058787838437e+001dB,-5.24401325464772e+001°)
1.74074074074073e+005	(-1.35210696530505e+001dB,-5.27267756949453e+001°)
1.74274274274273e+005	(-1.36353651478934e+001dB,-5.30089512816666e+001°)
1.74474474474473e+005	(-1.37487757476445e+001dB,-5.32867596744726e+001°)
1.74674674674674e+005	(-1.38613118142477e+001dB,-5.35602983872127e+001°)
1.74874874874874e+005	(-1.39729835911120e+001dB,-5.38296621748125e+001°)
1.75075075075074e+005	(-1.40838012021523e+001dB,-5.40949431248518e+001°)
1.75275275275274e+005	(-1.41937746510570e+001dB,-5.43562307457911e+001°)
1.75475475475474e+005	(-1.43029138207652e+001dB,-5.46136120519748e+001°)
1.75675675675675e+005	(-1.44112284731343e+001dB,-5.48671716455285e+001°)
1.75875875875875e+005	(-1.45187282487835e+001dB,-5.51169917952715e+001°)
1.76076076076075e+005	(-1.46254226670970e+001dB,-5.53631525127555e+001°)
1.76276276276275e+005	(-1.47313211263738e+001dB,-5.56057316255397e+001°)
1.76476476476475e+005	(-1.48364329041107e+001dB,-5.58448048478074e+001°)
1.76676676676676e+005	(-1.49407671574076e+001dB,-5.60804458484253e+001°)
1.76876876876876e+005	(-1.50443329234823e+001dB,-5.63127263165448e+001°)
1.77077077077076e+005	(-1.51471391202869e+001dB,-5.65417160248373e+001°)
1.77277277277276e+005	(-1.52491945472141e+001dB,-5.67674828904571e+001°)
1.77477477477476e+005	(-1.53505078858865e+001dB,-5.69900930338160e+001°)
1.77677677677677e+005	(-1.54510877010191e+001dB,-5.72096108352566e+001°)
1.77877877877877e+005	(-1.55509424413488e+001dB,-5.74260989897026e+001°)
1.78078078078077e+005	(-1.56500804406239e+001dB,-5.76396185593658e+001°)
1.78278278278277e+005	(-1.57485099186463e+001dB,-5.78502290245827e+001°)
1.78478478478477e+005	(-1.58462389823609e+001dB,-5.80579883328544e+001°)
1.78678678678678e+005	(-1.59432756269875e+001dB,-5.82629529461558e+001°)
1.78878878878878e+005	(-1.60396277371885e+001dB,-5.84651778865845e+001°)
1.79079079079078e+005	(-1.61353030882697e+001dB,-5.86647167804084e+001°)
1.79279279279278e+005	(-1.62303093474083e+001dB,-5.88616219005773e+001°)
1.79479479479478e+005	(-1.63246540749050e+001dB,-5.90559442077535e+001°)
1.79679679679679e+005	(-1.64183447254559e+001dB,-5.92477333899216e+001°)
1.79879879879879e+005	(-1.65113886494416e+001dB,-5.94370379006272e+001°)
1.80080080080079e+005	(-1.66037930942300e+001dB,-5.96239049959011e+001°)
1.80280280280279e+005	(-1.66955652054901e+001dB,-5.98083807699146e+001°)
1.80480480480479e+005	(-1.67867120285132e+001dB,-5.99905101894174e+001°)
1.80680680680680e+005	(-1.68772405095413e+001dB,-6.01703371270019e+001°)
1.80880880880880e+005	(-1.69671574970977e+001dB,-6.03479043932377e+001°)
1.81081081081080e+005	(-1.70564697433210e+001dB,-6.05232537677216e+001°)
1.81281281281280e+005	(-1.71451839052969e+001dB,-6.06964260290797e+001°)
1.81481481481480e+005	(-1.72333065463896e+001dB,-6.08674609839649e+001°)
1.81681681681680e+005	(-1.73208441375691e+001dB,-6.10363974950828e+001°)
1.81881881881881e+005	(-1.74078030587342e+001dB,-6.12032735082869e+001°)
1.82082082082081e+005	(-1.74941896000284e+001dB,-6.13681260787731e+001°)
1.82282282282281e+005	(-1.75800099631497e+001dB,-6.15309913964101e+001°)
1.82482482482481e+005	(-1.76652702626514e+001dB,-6.16919048102357e+001°)
1.82682682682681e+005	(-1.77499765272339e+001dB,-6.18509008521503e+001°)
1.82882882882882e+005	(-1.78341347010260e+001dB,-6.20080132598369e+001°)
1.83083083083082e+005	(-1.79177506448562e+001dB,-6.21632749989358e+001°)
1.83283283283282e+005	(-1.80008301375114e+001dB,-6.23167182845011e+001°)
1.83483483483482e+005	(-1.80833788769843e+001dB,-6.24683746017653e+001°)
1.83683683683682e+005	(-1.81654024817075e+001dB,-6.26182747262365e+001°)
1.83883883883883e+005	(-1.82469064917746e+001dB,-6.27664487431525e+001°)
1.84084084084083e+005	(-1.83278963701482e+001dB,-6.29129260663160e+001°)
1.84284284284283e+005	(-1.84083775038527e+001dB,-6.30577354563300e+001°)
1.84484484484483e+005	(-1.84883552051543e+001dB,-6.32009050382595e+001°)
1.84684684684683e+005	(-1.85678347127252e+001dB,-6.33424623187343e+001°)
1.84884884884884e+005	(-1.86468211927940e+001dB,-6.34824342025183e+001°)
1.85085085085084e+005	(-1.87253197402802e+001dB,-6.36208470085596e+001°)
1.85285285285284e+005	(-1.88033353799142e+001dB,-6.37577264855428e+001°)
1.85485485485484e+005	(-1.88808730673421e+001dB,-6.38930978269588e+001°)
1.85685685685684e+005	(-1.89579376902145e+001dB,-6.40269856857101e+001°)
1.85885885885885e+005	(-1.90345340692607e+001dB,-6.41594141882684e+001°)
1.86086086086085e+005	(-1.91106669593469e+001dB,-6.42904069483978e+001°)
1.86286286286285e+005	(-1.91863410505194e+001dB,-6.44199870804613e+001°)
1.86486486486485e+005	(-1.92615609690318e+001dB,-6.45481772123224e+001°)
1.86686686686685e+005	(-1.93363312783573e+001dB,-6.46749994978584e+001°)
1.86886886886886e+005	(-1.94106564801856e+001dB,-6.48004756290960e+001°)
1.87087087087086e+005	(-1.94845410154039e+001dB,-6.49246268479840e+001°)
1.87287287287286e+005	(-1.95579892650636e+001dB,-6.50474739578144e+001°)
1.87487487487486e+005	(-1.96310055513314e+001dB,-6.51690373343047e+001°)
1.87687687687686e+005	(-1.97035941384251e+001dB,-6.52893369363511e+001°)
1.87887887887887e+005	(-1.97757592335348e+001dB,-6.54083923164666e+001°)
1.88088088088087e+005	(-1.98475049877296e+001dB,-6.55262226309106e+001°)
1.88288288288287e+005	(-1.99188354968493e+001dB,-6.56428466495244e+001°)
1.88488488488487e+005	(-1.99897548023811e+001dB,-6.57582827652791e+001°)
1.88688688688687e+005	(-2.00602668923234e+001dB,-6.58725490035474e+001°)
1.88888888888888e+005	(-2.01303757020338e+001dB,-6.59856630311071e+001°)
1.89089089089088e+005	(-2.02000851150638e+001dB,-6.60976421648867e+001°)
1.89289289289288e+005	(-2.02693989639798e+001dB,-6.62085033804593e+001°)
1.89489489489488e+005	(-2.03383210311703e+001dB,-6.63182633202956e+001°)
1.89689689689688e+005	(-2.04068550496387e+001dB,-6.64269383017813e+001°)
1.89889889889889e+005	(-2.04750047037843e+001dB,-6.65345443250087e+001°)
1.90090090090089e+005	(-2.05427736301687e+001dB,-6.66410970803481e+001°)
1.90290290290289e+005	(-2.06101654182702e+001dB,-6.67466119558070e+001°)
1.90490490490489e+005	(-2.06771836112246e+001dB,-6.68511040441839e+001°)
1.90690690690689e+005	(-2.07438317065538e+001dB,-6.69545881500227e+001°)
1.90890890890890e+005	(-2.08101131568822e+001dB,-6.70570787963742e+001°)
1.91091091091090e+005	(-2.08760313706401e+001dB,-6.71585902313717e+001°)
1.91291291291290e+005	(-2.09415897127558e+001dB,-6.72591364346246e+001°)
1.91491491491490e+005	(-2.10067915053350e+001dB,-6.73587311234381e+001°)
1.91691691691690e+005	(-2.10716400283297e+001dB,-6.74573877588625e+001°)
1.91891891891891e+005	(-2.11361385201941e+001dB,-6.75551195515783e+001°)
1.92092092092091e+005	(-2.12002901785300e+001dB,-6.76519394676223e+001°)
1.92292292292291e+005	(-2.12640981607213e+001dB,-6.77478602339593e+001°)
1.92492492492491e+005	(-2.13275655845571e+001dB,-6.78428943439039e+001°)
1.92692692692691e+005	(-2.13906955288437e+001dB,-6.79370540623975e+001°)
1.92892892892892e+005	(-2.14534910340068e+001dB,-6.80303514311455e+001°)
1.93093093093092e+005	(-2.15159551026825e+001dB,-6.81227982736168e+001°)
1.93293293293292e+005	(-2.15780907002988e+001dB,-6.82144061999126e+001°)
1.93493493493492e+005	(-2.16399007556461e+001dB,-6.83051866115060e+001°)
1.93693693693692e+005	(-2.17013881614387e+001dB,-6.83951507058581e+001°)
1.93893893893893e+005	(-2.17625557748660e+001dB,-6.84843094809131e+001°)
1.94094094094093e+005	(-2.18234064181345e+001dB,-6.85726737394768e+001°)
1.94294294294293e+005	(-2.18839428789998e+001dB,-6.86602540934814e+001°)
1.94494494494493e+005	(-2.19441679112901e+001dB,-6.87470609681404e+001°)
1.94694694694693e+005	(-2.20040842354202e+001dB,-6.88331046059965e+001°)
1.94894894894894e+005	(-2.20636945388970e+001dB,-6.89183950708661e+001°)
1.95095095095094e+005	(-2.21230014768152e+001dB,-6.90029422516830e+001°)
1.95295295295294e+005	(-2.21820076723460e+001dB,-6.90867558662444e+001°)
1.95495495495494e+005	(-2.22407157172160e+001dB,-6.91698454648621e+001°)
1.95695695695694e+005	(-2.22991281721785e+001dB,-6.92522204339218e+001°)
1.95895895895895e+005	(-2.23572475674764e+001dB,-6.93338899993528e+001°)
1.96096096096095e+005	(-2.24150764032975e+001dB,-6.94148632300107e+001°)
1.96296296296295e+005	(-2.24726171502213e+001dB,-6.94951490409762e+001°)
1.96496496496495e+005	(-2.25298722496585e+001dB,-6.95747561967718e+001°)
1.96696696696695e+005	(-2.25868441142832e+001dB,-6.96536933144983e+001°)
1.96896896896895e+005	(-2.26435351284572e+001dB,-6.97319688668953e+001°)
1.97097097097096e+005	(-2.26999476486471e+001dB,-6.98095911853254e+001°)
